"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Learning with a Mole: Transferable latent spatial representations for navigation without reconstruction","https://scispace.com/paper/learning-with-a-mole-transferable-latent-spatial-177vplk7","2023","Journal Article","arXiv.org","Guillaume Bono
Leonid Antsfeld
Assem Sadek
Gianluca Monaci
Christian Wolf","10.48550/arXiv.2306.03857","","Agents navigating in 3D environments require some form of memory, which should hold a compact and actionable representation of the history of observations useful for decision taking and planning. In most end-to-end learning approaches the representation is latent and usually does not have a clearly defined interpretation, whereas classical robotics addresses this with scene reconstruction resulting in some form of map, usually estimated with geometry and sensor models and/or learning. In this work we propose to learn an actionable representation of the scene independently of the targeted downstream task and without explicitly optimizing reconstruction. The learned representation is optimized by a blind auxiliary agent trained to navigate with it on multiple short sub episodes branching out from a waypoint and, most importantly, without any direct visual observation. We argue and show that the blindness property is important and forces the (trained) latent representation to be the only means for planning. With probing experiments we show that the learned representation optimizes navigability and not reconstruction. On downstream tasks we show that it is robust to changes in distribution, in particular the sim2real gap, which we evaluate with a real physical robot in a real office building, significantly improving performance.","In this article , a blind auxiliary agent is trained to navigate with a blind agent on multiple short sub-episodes branching out from a waypoint and without any direct visual observation."
"Learning Spatial Localization: From Rat Studies to Computational Models of the Hippocampus","https://scispace.com/paper/learning-spatial-localization-from-rat-studies-to-33579v3e0x","2015","Journal Article","Spatial Cognition and Computation","Alejandra Barrera
Gonzalo Tejera
Martin Llofriu
Alfredo Weitzenfeld","10.1080/13875868.2014.961602","","In his landmark article, Richard Morris (1981) introduced a set of rat experiments intended “to demonstrate that rats can rapidly learn to locate an object that they can never see, hear, or smell provided it remains in a fixed spatial location relative to distal room cues” (p. 239). These experimental studies have greatly impacted our understanding of rat spatial cognition. In this article, we address a spatial cognition model primarily based on hippocampus place cell computation where we extend the prior Barrera–Weitzenfeld model (2008) intended to allow navigation in mazes containing corridors. The current work extends beyond the limitations of corridors to enable navigation in open arenas where a rat may move in any direction at any time. The extended work reproduces Morris's rat experiments through virtual rats that search for a hidden platform using visual cues in a circular open maze analogous to the Morris water maze experiments. We show results with virtual rats comparing them to Morris's original...","A spatial cognition model primarily based on hippocampus place cell computation is addressed where the prior Barrera–Weitzenfeld model (2008) is extended to allow navigation in mazes containing corridors to enable navigation in open arenas where a rat may move in any direction at any time."
"Absence of snapshot memory of the target view interferes with place navigation learning by rats in the water maze.","https://scispace.com/paper/absence-of-snapshot-memory-of-the-target-view-interferes-1rofs5j98k","1994","Journal Article","Behavioral Neuroscience","Maria Pia Arolfo
Ludek Nerad
Françoise Schenk
Jan Bures","10.1037//0735-7044.108.2.308","","Contribution of visual and nonvisual mechanisms to spatial behavior of rats in the Morris water maze was studied with a computerized infrared tracking system, which switched off the room lights when the subject entered the inner circular area of the pool with an escape platform. Naive rats trained under light-dark conditions (L-D) found the escape platform more slowly than rats trained in permanent light (L). After group members were swapped, the L-pretrained rats found under L-D conditions the same target faster and eventually approached latencies attained during L navigation. Performance of L-D-trained rats deteriorated in permanent darkness (D) but improved with continued D training. Thus L-D navigation improves gradually by procedural learning (extrapolation of the start-target azimuth into the zero-visibility zone) but remains impaired by lack of immediate visual feedback rather than by absence of the snapshot memory of the target view.","L-D navigation improves gradually by procedural learning (extrapolation of the start-target azimuth into the zero-visibility zone) but remains impaired by lack of immediate visual feedback rather than by absence of the snapshot memory of the target view."
"Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/stochastic-characterization-of-navigation-strategies-in-an-5c8bo2iewd","2023","Journal Article","","Juyoung Lee
Doo‐Hwan Jung
Sébastien Royer","10.7554/elife.88648","","Animals can use a repertoire of strategies to navigate in an environment, and it remains an intriguing question how these strategies are selected based on the nature and familiarity of environments. To investigate this question, we developed a fully automated variant of the Barnes maze, characterized by 24 vestibules distributed along the periphery of a circular arena, and monitored the trajectories of mice over 15 days as they learned to navigate from a random start vestibule to a goal vestibule. We show that the patterns of vestibule visits can be reproduced by the combination of three stochastic processes reminiscent of random, serial and spatial strategies. The processes randomly selected vestibules based on either uniform (random) or biased (serial and spatial) probability distributions; closely matched experimental data across a range of statistical distributions characterizing the length, distribution, step size, direction, and stereotypy of vestibule sequences; and revealed a shift from random to spatial and serial strategies over time, with a strategy switch occurring approximately every 6 vestibule visits. Our study provides a novel apparatus and analysis toolset for tracking the repertoire of navigation strategies and demonstrates that a set of stochastic processes can largely account for exploration patterns in the Barnes maze. ","The navigation strategies of mice in the Barnes maze can be characterized by a combination of stochastic processes."
"Mice learn multi-step routes by memorizing subgoal locations","https://scispace.com/paper/mice-learn-multi-step-routes-by-memorizing-subgoal-locations-4pr2nm8637","2020","Posted Content","bioRxiv","Philip Shamash
Sarah F. Olesen
Panagiota Iordanidou
Dario Campagner
Banerjee Nabhojit
Tiago Branco","10.1101/2020.08.19.256867","","Animals must rapidly gather spatial information about new environments so that they can quickly reach food or safety even when direct paths are unavailable The behavioral strategies used to implement multi-step routes to goals in naturalistic settings are unknown Here we show that mice spontaneously learn a subgoal memory strategy while escaping to shelter or seeking food in an obstructed environment We first investigated how mice navigate to shelter in response to threats when the direct path is blocked by a wall Initially, mice ran straight toward the shelter and circumvented the obstacle using sensory cues Over the course of 20 minutes, however, they switched to a spatial memory strategy to execute spatially efficient paths Efficient escape routes were not learned by reinforcing egocentric actions or by constructing an unbiased internal map during exploration Instead, mice used a hybrid strategy: they memorized specific subgoal locations encountered during previous running movements toward the obstacle We then found that the same behavioral strategy is also used in a reward-seeking task These results show that spontaneous memorization of local subgoals is a fundamental strategy by which rodents execute efficient multi-step routes to goals in novel environments","It is shown that spontaneous memorization of local subgoals is a fundamental strategy by which rodents execute efficient multi-step routes to goals in novel environments."
"Navigate the Unknown: Implications of Grid-Cells “Mental Travel” in Vicarious Trial and Error","https://scispace.com/paper/navigate-the-unknown-implications-of-grid-cells-mental-yy7cataneo","2016","Book Chapter","Conference on Biomimetic and Biohybrid Systems","Diogo Santos-Pata
Riccardo Zucca
Paul F. M. J. Verschure","10.1007/978-3-319-42417-0_23","","Rodents are able to navigate within dynamic environments by constantly adapting to their surroundings. Hippocampal place-cells encode the animals current location and fire in sequences during path planning events. Place-cells receive excitatory inputs from grid-cells whose metric system constitute a powerful mechanism for vector based navigation for both known and unexplored locations. However, neither the purpose or the behavioral consequences of such mechanism are fully understood. During early exploration of a maze with multiple discrimination points, rodents typically manifest a conflict-like behavior consisting of alternating head movements from one arm of the maze to the other be- fore making a choice, a behavior which is called vicarious trial and error (VTE). Here, we suggest that VTE is modulated by the learning process between spatial- and reward-tuned neuronal populations. We present a hippocampal model of place- and grid-cells for both space representation and mental travel that we used to control a robot solving a foraging task. We show that place-cells are able to represent the agents current location, whereas grid-cells encode the robots movement in space and project their activity over unexplored paths. Our results suggest a tight interaction between spatial and reward related neuronal activity in defining VTE behavior.","It is shown that place-cells are able to represent the agents current location, whereas grid-cells encode the robots movement in space and project their activity over unexplored paths and the results suggest a tight interaction between spatial and reward related neuronal activity in defining VTE behavior."
"Rats build and update topological representations through exploration","https://scispace.com/paper/rats-build-and-update-topological-representations-through-41w6dlanit","2012","Journal Article","Animal Cognition","Alice Alvernhe
Alice Alvernhe
Francesca Sargolini
Francesca Sargolini
Bruno Poucet
Bruno Poucet","10.1007/S10071-011-0460-Z","","Although rats are able to build complex spatial representations of their surroundings during exploration, the nature of the encoded information is still a matter for debate. In particular, it is not well established if rats can process the topological structure of the environment in such a way that they are aware of the connections existing between remote places. Here, rats were first exposed for four 5-min trials to a complex environment divided into several sectors that were separated by doors allowing either unrestricted or restricted access to other sectors. In the fifth test trial, we measured the behavior of the animals while they explored the same environment in which, however, they faced changes that either altered or did not alter the topological structure of the environment. In experiment 1, closing previously opened doors prevented the rat from having direct access between corresponding sectors. In experiment 2, opening previously closed doors allowed direct access between sectors that had not been directly accessible. In each experiment, control doors allowed us to discard the mere influence of door manipulation. We compared the rats’ exploratory behavior in response to door manipulations that either strongly altered or did not alter the ability to commute between sectors and found evidence that the animals displayed differential reactions to the two types of door manipulations. This implies that during exploration rats build a precise map of the connectivity of space that can be flexibly updated and used for efficient navigation.","Rats’ exploratory behavior in response to door manipulations that either strongly altered or did not alter the ability to commute between sectors implies that during exploration rats build a precise map of the connectivity of space that can be flexibly updated and used for efficient navigation."
"Formation of a Simple Cognitive Map by Rats","https://scispace.com/paper/formation-of-a-simple-cognitive-map-by-rats-0we343bhb8ke","","","","Rebecca A. Singer
Benjamin D. Abroms
Thomas R. Zentall","10.46867/ijcp.2006.19.04.03","","Cognitive mapping implies the development of an internal representation of the spatial relationships among objects in the environment.One can assess the development of a cognitive map by demonstrating that an animal can select, when appropriate, a novel path to reach a goal in the absence of landmarks and when path integration does not provide an adequate account.Rats were trained to find reinforcement in two of three goal boxes in a three-arm maze.In test, the rats were given a choice between two novel paths, one that led to the goal box that had been baited during training, the other that led to the goal box that had been unbaited during training.When they were trained in the absence of distinctive intramaze cues (Experiment 1), no preference was found; however, when distinctive intramaze alley cues were present during training but were unavailable as directional cues during testing (Experiment 2), the rats demonstrated a significant preference for the correct novel path.These results suggest that under appropriate conditions rats are able to form simple cognitive maps of their environment.","Rats form simple cognitive maps by learning spatial relationships between objects in their environment, demonstrated by selecting novel paths to reach goals in the absence of landmarks, under specific training conditions with distinctive intramaze cues."
"Spatial learning by rats across visually disconnected environments.","https://scispace.com/paper/spatial-learning-by-rats-across-visually-disconnected-1e4qgell5j","1997","Journal Article","Quarterly Journal of Experimental Psychology Section B-comparative and Physiological Psychology","Françoise Schenk
Marie-Claude Grobéty
Marianne Gafner","10.1080/027249997393646","","Two spatial tasks were designed to test specific properties of spatial representation in rats In the first task, rats were trained to locate an escape hole at a fixed position in a visually homogeneous arena This arena was connected with a periphery where a full view of the room environment existed Therefore, rats were dependent on their memory trace of the previous position in the periphery to discriminate a position within the central region Under these experimental conditions, the test animals showed a significant discrimination of the training position without a specific local view In the second task, rats were trained in a radial maze consisting of tunnels that were transparent at their distal ends only Because the central part of the maze was non-transparent, rats had to plan and execute appropriate trajectories without specific visual feedback from the environment This situation was intended to encourage the reliance on prospective memory of the non-visited arms in selecting the following move Our results show that acquisition performance was only slightly decreased compared to that shown in a completely transparent maze and considerably higher than in a translucent maze or in darkness These two series of experiments indicate (1) that rats can learn about the relative position of different places with no common visual panorama, and (2) that they are able to plan and execute a sequence of visits to several places without direct visual feed-back about their relative position","Two spatial tasks designed to test specific properties of spatial representation in rats indicate that rats can learn about the relative position of different places with no common visual panorama and that they are able to plan and execute a sequence of visits to several places without direct visual feed-back about their relative position."
"Multiple representations of space underlying behavior","https://scispace.com/paper/multiple-representations-of-space-underlying-behavior-2jon1ejmv5","1982","Journal Article","Behavioral and Brain Sciences","Israel Lieblich
Michael A. Arbib","10.1017/S0140525X00013959","","We argue that a map is meaningless unless we have a process for using it. Thus, in this paper, we not only offer the world graph as a representation of relationships among situations the animal has encountered and may encounter again, but we also offer algorithms for how the information encoded in the world graph may be used by the animal in determining its behavior. Each node of the graph encodes a recognizable situation in the animal's world, but a given place may well be encoded in a number of different nodes. Nodes not only require algorithms for the recognition of the situation; they store information about drive reduction associated with the encoded situation. We note that the use of graphs as a basis for exploring some search space is well known in artificial intelligence (AI), but we stress the importance of the animal's exploration of its environment for growing the graph, as distinct from the mathematically described potential nodes frequent in AI search spaces. To explore a number of hypotheses about the way information in the world graph is used to guide the animal's movement, we recall a number of classical experiments on maze exploration by animals, and use them to argue for the nonlocal hypothesis (selection of a path does not depend only upon information about the immediate environment of the animal) and the competing nodes hypothesis (more than one drive may enter into the determination of the animal's behavior at any time). An important feature of the model is that it yields exploration and latent learning without the introduction of an exploratory drive. We also note that the performance exhibited by the model appears to be state-dependent when the animal operates under high drive levels. The drive-interaction matrix is offered as a subject for future research.We complement the presentation of the world graph model, its drive dynamics, and how these are constrained by experiments on maze behavior, with a brief analysis of maps in the brain. We distinguish egocentric maps–which we relate to the many visual systems–from allocentric maps. We offer a somewhat unconventional view of short-term and long-term memory. We examine cooperative computation in somatotopically organized networks, relating this to visually guided behavior in the frog, and to the interaction of colliculus and cortex in the control of eye movements. We examine, but do not advocate, the hypothesis that the hippocampus is a cognitive map. We do stress that if it is a cognitive map, it must be seen as a chart of the local neighborhood, rather than the whole atlas; and we note that the cognitive map hypothesis would lead one to expect the region to exhibit activation of place cells before the animal leaves the previous place.","The world graph model is offered as a representation of relationships among situations the animal has encountered and may encounter again, and algorithms for how the information encoded in the world graph may be used by the animal in determining its behavior are offered."
