"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Feature integration in pattern perception.","https://scispace.com/paper/feature-integration-in-pattern-perception-o8cgeez5mg","1997","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Dennis M. Levi
Vineeta Sharma
Stanley A. Klein","10.1073/PNAS.94.21.11742","","The human visual system is able to effortlessly integrate local features to form our rich perception of patterns, despite the fact that visual information is discretely sampled by the retina and cortex. By using a novel perturbation technique, we show that the mechanisms by which features are integrated into coherent percepts are scale-invariant and nonlinear (phase and contrast polarity independent). They appear to operate by assigning position labels or “place tags” to each feature. Specifically, in the first series of experiments, we show that the positional tolerance of these place tags in foveal, and peripheral vision is about half the separation of the features, suggesting that the neural mechanisms that bind features into forms are quite robust to topographical jitter. In the second series of experiment, we asked how many stimulus samples are required for pattern identification by human and ideal observers. In human foveal vision, only about half the features are needed for reliable pattern interpolation. In this regard, human vision is quite efficient (ratio of ideal to real ≈ 0.75). Peripheral vision, on the other hand is rather inefficient, requiring more features, suggesting that the stimulus may be relatively underrepresented at the stage of feature integration.","The mechanisms by which features are integrated into coherent percepts are scale-invariant and nonlinear (phase and contrast polarity independent) and appear to operate by assigning position labels or ""place tags"" to each feature."
"Simulation of Bistable Perception with Long Range Correlations Using Perception-Attention-Memory Coupling","https://scispace.com/paper/simulation-of-bistable-perception-with-long-range-43x5euoso6","2007","","","Norbert Fürstenau
Monika Mittendorf","","","Simulation results of bistable perception due to ambiguous visual stimuli are presented which are obtained with a behavioral nonlinear dynamics model using perception–attention–memory coupling. As a kind of minimum architecture representing the ventral (""what"") V4–InferoTemporal–PraeFrontal–V4 loop the basic model couples the dynamics of a macroscopic perception state order parameter with an adaptive attention (feedback gain) control parameter with reentrant delay T and additive band limited white noise (Furstenau 2006). Quasiperiodic perceptual switching is induced by attention fatigue with a perception bias which balances the relative duration of the alternative percepts. Memory effects are introduced by allowing for the slow adaptation of the perception bias parameter via coupling to the perception state. The simulations exhibit long range correlations of the perceptual duration times in agreement with recent experimental results of Gao et al. (2006). They are determined by calculation of the self similarity (Hurst) parameter H of the reversal time series (H > 0.5). Deviations of the simulated reversal time statistics from the -distribution as typically observed in experiments, increase with decreasing memory time constant and attention noise. Mean perceptual duration times of 2 – 5 s are predicted in agreement with experimental results reported in the literature, if a feedback delay T of 40 ms is assumed which is typical for cortical reentrant loops and the stimulus-V1 latency (Lamme 2003). Numerically determined perceptual transition times of 3 – 5 T are in reasonable agreement with stimulus–conscious perception delay of 150 – 200 ms. The symmetrized absolute value of the attention parameter exhibits good agreement with the dynamics of the eye blink rate as reported by Ito et.al. (2003).","In this paper, a behavioral nonlinear dynamics model using perception-attention-memory coupling is presented to simulate bistable perception due to ambiguous visual stimuli, which is obtained with a behavioral nonsmooth dynamics model with reentrant delay T and additive band limited white noise."
"The role of stimulus comparison in human perceptual learning: effects of distractor placement","https://scispace.com/paper/the-role-of-stimulus-comparison-in-human-perceptual-learning-lr2faxbdpo","2011","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Dominic M. Dwyer
Matthew Mundy
Robert Colin Honey","10.1037/A0023078","","Within-subjects procedures were used to assess the influence of stimulus comparison on perceptual learning in humans. In Experiment 1, participants received intermixed (A, A′, A, A′,…) or blocked (B, B,…, B′, B′,…) exposure to pairs of similar female faces. In a subsequent same/different discrimination task, participants were more accurate when the test involved A and A′ than when it involved B and B′ (or novel faces: C and C′). This perceptual learning effect was reduced by placing a visual distractor (*: either another face or a checkerboard) between successive presentations of the faces during the exposure stage (e.g., A – * – A′). The attenuation of the intermixed versus blocked difference was particularly marked when faces were used as the distractor. In Experiment 2, this reduction in perceptual learning was more marked when * was positioned between the pairs of intermixed faces (i.e., A – * – A′) than when it preceded and succeeded those faces (i.e., * – A – A′ – *). These results provide the first direct evidence that the opportunity to compare stimuli plays a causal role in supporting perceptual learning. They also support the specific view that perceptual learning reflects an interaction between a short-term habituation process, that ordinarily biases processing away from the frequently presented common elements and toward their less frequently presented unique elements, and a long-term representational process that reflects this bias.","These results provide the first direct evidence that the opportunity to compare stimuli plays a causal role in supporting perceptual learning and support the specific view that perceptual learning reflects an interaction between a short-term habituation process that ordinarily biases processing away from the frequently presented common elements and toward their less frequently presented unique elements."
"Adapting Deep Network Features to Capture Psychological Representations","https://scispace.com/paper/adapting-deep-network-features-to-capture-psychological-igaq8jwytf","2016","Posted Content","arXiv: Computer Vision and Pattern Recognition","Joshua C. Peterson
Joshua T. Abbott
Thomas L. Griffiths","","","Deep neural networks have become increasingly successful at solving classic perception problems such as object recognition, semantic segmentation, and scene understanding, often reaching or surpassing human-level accuracy. This success is due in part to the ability of DNNs to learn useful representations of high-dimensional inputs, a problem that humans must also solve. We examine the relationship between the representations learned by these networks and human psychological representations recovered from similarity judgments. We find that deep features learned in service of object classification account for a significant amount of the variance in human similarity judgments for a set of animal images. However, these features do not capture some qualitative distinctions that are a key part of human representations. To remedy this, we develop a method for adapting deep features to align with human similarity judgments, resulting in image representations that can potentially be used to extend the scope of psychological experiments.","It is found that deep features learned in service of object classification account for a significant amount of the variance in human similarity judgments for a set of animal images, but these features do not appear to capture some key qualitative aspects of human representations."
"Similarity Binds (and Bends) the Perception of Objects","https://scispace.com/paper/similarity-binds-and-bends-the-perception-of-objects-4toilbo696","2023","Journal Article","Journal of Vision","Görkem Er
Tim Sweeny","10.1167/jov.23.9.5705","","It is well known that objects similar in appearance become bound, or grouped, in perceptual organization. Less well-known is that this relationship works in the opposite direction--grouping (or un-grouping) can make objects look more similar (or dissimilar) to each other. Yet examinations of this latter kind of effect tend to focus on distortions in one direction only (from grouping or un-grouping) that build up over time, across many trials. Here we focus on the flexibility of this process, namely, can the visual system leverage transient cues about objects’ similarity in motion so that they look more like each other in shape, on a trial-by-trial basis? On each trial, observers viewed a pair of briefly presented ellipses that differed in terms of how flat or tall they were, and they reported the aspect ratio of one shape from the pair, cued by an arrow after they disappeared. Crucially, each shape was defined by a cloud of coherently-moving dots on a background of dots with random motion vectors. We manipulated the dots within the two shapes so that they had either the same or different vectors in order to facilitate or disrupt grouping. We found that when the two shapes were grouped by similar motion, the aspect ratio of the cued shape was attracted to the aspect ratio of the uncued shape. We found the opposite pattern when the two shapes had dissimilar motion. In summary, observers reported that the shapes looked more (or less) like each other based on their shared or unshared motion within a brief perceptual moment. We conclude that the visual system can adaptively alter visual experience based on grouping, quickly imposing the appearance of similarity or distinctiveness to fit a perceiver’s belief that objects do or do not belong together. ","Similarity binds and bends the perception of objects based on grouping and motion. Grouping and un-grouping objects can make them look more similar or dissimilar to each other."
"Does contour classification precede contour grouping in perception of partially visible figures","https://scispace.com/paper/does-contour-classification-precede-contour-grouping-in-21zahr8lm3","2007","Journal Article","Perception","Michael R. Scheessele
Zygmunt Pizlo","10.1068/P5655","","When a figure is only partially visible and its contours represent a small fraction of total image contours (as when there is much background clutter), a fast contour classification mechanism may filter non-figure contours in order to restrict the size of the input to subsequent contour grouping mechanisms. The results of two psychophysical experiments suggest that the human visual system can classify figure from non-figure contours on the basis of a difference in some contour property (e.g. length, orientation, curvature, etc). While certain contour properties (e.g. orientation, curvature) require only local analysis for classification, other contour properties (e.g. length) may require more global analysis of the retinal image. We constructed a pyramid-based computational model based on these observations and performed two simulations of experiment 1: one simulation with classification enabled and the other simulation with classification disabled. The classification-based simulation gave the superior account of human performance in experiment 1. When a figure is partially visible, with few contours relative to the number of non-figure contours, contour classification followed by contour grouping can be more efficient than contour grouping alone, owing to smaller input to grouping mechanisms.","When a figure is partially visible, with few contours relative to the number of non-figure contours, contour classification followed by contours grouping can be more efficient than contour grouping alone, owing to smaller input to grouping mechanisms."
"A new Mooney test","https://scispace.com/paper/a-new-mooney-test-pa3d78r7vs","2016","Journal Article","Behavior Research Methods","Roeland Jan Verhallen
John D. Mollon","10.3758/S13428-015-0666-0","","Since its introduction in 1957, the Mooney test has continued to see active use in studies of visual perception, in studies using brain imaging, and in clinical research. Mooney's original version is of limited length, however, and was designed to be administered by time-consuming personal interview. We have developed a new, extended version of the Mooney test that is suitable for online testing and for use in a test-retest paradigm. The Mooney-Verhallen Test (MVT) comprises 144 trials, takes on average less than 10 min to complete, and has a Spearman-Brown-corrected test-retest reliability of ρ = .89. We outline our methods for developing the stimuli and for selecting the final stimulus set, and we present the results from two rounds of testing on two independent samples of 374 participants and 505 participants, respectively. The test is freely available for scientific use.","A new, extended version of the Mooney test that is suitable for online testing and for use in a test–retest paradigm is developed, and the methods for developing the stimuli and for selecting the final stimulus set are outlined."
"Rapid perceptual switching of a reversible biological figure.","https://scispace.com/paper/rapid-perceptual-switching-of-a-reversible-biological-figure-4r42ht8ifh","2008","Journal Article","PLOS ONE","Stuart Jackson
Fred Cummins
Nuala Brady","10.1371/JOURNAL.PONE.0003982","","Certain visual stimuli can give rise to contradictory perceptions. In this paper we examine the temporal dynamics of perceptual reversals experienced with biological motion, comparing these dynamics to those observed with other ambiguous structure from motion (SFM) stimuli. In our first experiment, naive observers monitored perceptual alternations with an ambiguous rotating walker, a figure that randomly alternates between walking in clockwise (CW) and counter-clockwise (CCW) directions. While the number of reported reversals varied between observers, the observed dynamics (distribution of dominance durations, CW/CCW proportions) were comparable to those experienced with an ambiguous kinetic depth cylinder. In a second experiment, we compared reversal profiles with rotating and standard point-light walkers (i.e. non-rotating). Over multiple test repetitions, three out of four observers experienced consistently shorter mean percept durations with the rotating walker, suggesting that the added rotational component may speed up reversal rates with biomotion. For both stimuli, the drift in alternation rate across trial and across repetition was minimal. In our final experiment, we investigated whether reversals with the rotating walker and a non-biological object with similar global dimensions (rotating cuboid) occur at random phases of the rotation cycle. We found evidence that some observers experience peaks in the distribution of response locations that are relatively stable across sessions. Using control data, we discuss the role of eye movements in the development of these reversal patterns, and the related role of exogenous stimulus characteristics. In summary, we have demonstrated that the temporal dynamics of reversal with biological motion are similar to other forms of ambiguous SFM. We conclude that perceptual switching with biological motion is a robust bistable phenomenon.","It is demonstrated that the temporal dynamics of reversal with biological motion are similar to other forms of ambiguous SFM, and it is concluded that perceptual switching with biologicalMotion is a robust bistable phenomenon."
"Neural Networks Trained on Natural Scenes Exhibit Gestalt Closure","https://scispace.com/paper/neural-networks-trained-on-natural-scenes-exhibit-gestalt-1br1rfvycf","2019","Posted Content","arXiv: Learning","Been Kim
Emily Reif
Martin Wattenberg
Samy Bengio
Michael C. Mozer","","","The Gestalt laws of perceptual organization, which describe how visual elements in an image are grouped and interpreted, have traditionally been thought of as innate despite their ecological validity. We use deep-learning methods to investigate whether natural scene statistics might be sufficient to derive the Gestalt laws. We examine the law of closure, which asserts that human visual perception tends to ""close the gap"" by assembling elements that can jointly be interpreted as a complete figure or object. We demonstrate that a state-of-the-art convolutional neural network, trained to classify natural images, exhibits closure on synthetic displays of edge fragments, as assessed by similarity of internal representations. This finding provides support for the hypothesis that the human perceptual system is even more elegant than the Gestaltists imagined: a single law---adaptation to the statistical structure of the environment---might suffice as fundamental.","In this article, a state-of-the-art convolutional neural network, trained to classify natural images, exhibits closure on synthetic displays of edge fragments, as assessed by similarity of internal representations."
"The role of sensory uncertainty in simple contour integration.","https://scispace.com/paper/the-role-of-sensory-uncertainty-in-simple-contour-3d0ltvuo7y","2020","Journal Article","PLOS Computational Biology","Yanli Zhou
Luigi Acerbi
Luigi Acerbi
Wei Ji Ma
Wei Ji Ma","10.1371/JOURNAL.PCBI.1006308","","Perceptual organization is the process of grouping scene elements into whole entities. A classic example is contour integration, in which separate line segments are perceived as continuous contours. Uncertainty in such grouping arises from scene ambiguity and sensory noise. Some classic Gestalt principles of contour integration, and more broadly, of perceptual organization, have been re-framed in terms of Bayesian inference, whereby the observer computes the probability that the whole entity is present. Previous studies that proposed a Bayesian interpretation of perceptual organization, however, have ignored sensory uncertainty, despite the fact that accounting for the current level of perceptual uncertainty is one of the main signatures of Bayesian decision making. Crucially, trial-by-trial manipulation of sensory uncertainty is a key test to whether humans perform near-optimal Bayesian inference in contour integration, as opposed to using some manifestly non-Bayesian heuristic. We distinguish between these hypotheses in a simplified form of contour integration, namely judging whether two line segments separated by an occluder are collinear. We manipulate sensory uncertainty by varying retinal eccentricity. A Bayes-optimal observer would take the level of sensory uncertainty into account-in a very specific way-in deciding whether a measured offset between the line segments is due to non-collinearity or to sensory noise. We find that people deviate slightly but systematically from Bayesian optimality, while still performing ""probabilistic computation"" in the sense that they take into account sensory uncertainty via a heuristic rule. Our work contributes to an understanding of the role of sensory uncertainty in higher-order perception.","This work manipulates sensory uncertainty by varying retinal eccentricity and finds that people deviate slightly but systematically from Bayesian optimality, while still performing “probabilistic computation” in the sense that they take into account sensory uncertainty via a heuristic rule."
"Perception of multi-stable dot lattices in the visual periphery: an effect of internal positional noise.","https://scispace.com/paper/perception-of-multi-stable-dot-lattices-in-the-visual-47noix2j81","2011","Journal Article","Journal of Vision","Endel Põder","10.1167/11.2.11","","Dot lattices are very simple multi-stable images where the dots can be perceived as being grouped in different ways. The probabilities of grouping along different orientations as dependent on inter-dot distances along these orientations can be predicted by a simple quantitative model. L. Bleumers, P. De Graef, K. Verfaillie, and J. Wagemans (2008) found that for peripheral presentation, this model should be combined with random guesses on a proportion of trials. The present study shows that the probability of random responses decreases with decreasing ambiguity of lattices and is different for bi-stable and tri-stable lattices. With central presentation, similar effects can be produced by adding positional noise to the dots. The results suggest that different levels of internal positional noise might explain the differences between peripheral and central proximity grouping.","The present study shows that the probability of random responses decreases with decreasing ambiguity of lattices and is different for bi-stable and tri-stable lattices."
"Large-Scale, High-Resolution Comparison of the Core Visual Object Recognition Behavior of Humans, Monkeys, and State-of-the-Art Deep Artificial Neural Networks","https://scispace.com/paper/large-scale-high-resolution-comparison-of-the-core-visual-47mcabppfk","2018","Journal Article","The Journal of Neuroscience","Rishi Rajalingham
Elias B. Issa
Pouya Bashivan
Kohitij Kar
Kailyn Schmidt
James J. DiCarlo","10.1523/JNEUROSCI.0388-18.2018","","Primates, including humans, can typically recognize objects in visual images at a glance despite naturally occurring identity-preserving image transformations (e.g., changes in viewpoint). A primary neuroscience goal is to uncover neuron-level mechanistic models that quantitatively explain this behavior by predicting primate performance for each and every image. Here, we applied this stringent behavioral prediction test to the leading mechanistic models of primate vision (specifically, deep, convolutional, artificial neural networks; ANNs) by directly comparing their behavioral signatures against those of humans and rhesus macaque monkeys. Using high-throughput data collection systems for human and monkey psychophysics, we collected more than one million behavioral trials from 1472 anonymous humans and five male macaque monkeys for 2400 images over 276 binary object discrimination tasks. Consistent with previous work, we observed that state-of-the-art deep, feedforward convolutional ANNs trained for visual categorization (termed DCNNIC models) accurately predicted primate patterns of object-level confusion. However, when we examined behavioral performance for individual images within each object discrimination task, we found that all tested DCNNIC models were significantly nonpredictive of primate performance and that this prediction failure was not accounted for by simple image attributes nor rescued by simple model modifications. These results show that current DCNNIC models cannot account for the image-level behavioral patterns of primates and that new ANN models are needed to more precisely capture the neural mechanisms underlying primate object vision. To this end, large-scale, high-resolution primate behavioral benchmarks such as those obtained here could serve as direct guides for discovering such models.SIGNIFICANCE STATEMENT Recently, specific feedforward deep convolutional artificial neural networks (ANNs) models have dramatically advanced our quantitative understanding of the neural mechanisms underlying primate core object recognition. In this work, we tested the limits of those ANNs by systematically comparing the behavioral responses of these models with the behavioral responses of humans and monkeys at the resolution of individual images. Using these high-resolution metrics, we found that all tested ANN models significantly diverged from primate behavior. Going forward, these high-resolution, large-scale primate behavioral benchmarks could serve as direct guides for discovering better ANN models of the primate visual system.","The results show that current DCNNIC models cannot account for the image-level behavioral patterns of primates and that new ANN models are needed to more precisely capture the neural mechanisms underlying primate object vision."
"A neural network model of dynamically fluctuating perception of Necker cube as well as dot patterns","https://scispace.com/paper/a-neural-network-model-of-dynamically-fluctuating-perception-sfopx5j14v","1999","Proceedings Article","National Conference on Artificial Intelligence","Hiroaki Kudo
Tsuyoshi Yamamura
Noboru Ohnishi
Shin Kobayashi
Noboru Sugie","","","The mechanism underlying perceptual grouping of visual stimuli is not static, but dynamic. In this paper, the dynamical grouping process is implemented with a neural network model consisting of an array of (hyper)columns suggested by Hubel &. Wiesel, where intracolumnar inhibition and intercolumnar facilitation are incorporated. The model was applied successfully to figures consisting of a set of dots yielding either of two ways of groupings from time to time due to neural fluctuations and fatigue. Then the model was extended to introduce dependency on fixation points as well as neural fluctuations and fatigue. Then, it was applied to the Necker Cube. The model output from time to time either of two ways of 3D interpretations depending on the fixation points.","In this paper, the dynamical grouping process is implemented with a neural network model consisting of an array of (hyper)columns suggested by Hubel &."
"Author Response: The asymmetric transfers of visual perceptual learning determined by the stability of geometrical invariants","https://scispace.com/paper/author-response-the-asymmetric-transfers-of-visual-4y3ff6i0w4","2024","Peer Review","","Yan Yang
Yan Zhuo
Zhentao Zuo
Tiangang Zhuo
Lin Chen","10.7554/elife.93959.1.sa3","","We could recognize the dynamic world quickly and accurately benefiting from extracting invariance from highly variable scenes, and this process can be continuously optimized through visual perceptual learning. It is widely accepted that more stable invariants are prior to be perceived in the visual system. But how the structural stability of invariants affects the process of perceptual learning remains largely unknown. We designed three geometrical invariants with varying levels of stability for perceptual learning: projective (e.g., collinearity), affine (e.g., parallelism), and Euclidean (e.g., orientation) invariants, following the Klein’s Erlangen program. We found that the learning effects of low-stability invariants could transfer to those with higher stability, but not vice versa. To uncover the mechanism of the asymmetric transfers, we used deep neural networks to simulate the learning procedure and further discovered that more stable invariants were learned faster. Additionally, the analysis of the network’s weight changes across layers revealed that training on less stable invariants induced more changes in lower layers. These findings suggest that the process of perceptual learning in extracting different invariants is consistent with the Klein hierarchy of geometries and the relative stability of the invariants plays a crucial role in the mode of learning and generalization. ","The learning effects of low-stability invariants transfer asymmetrically to those with higher stability, and this transfer is consistent with the Klein hierarchy of geometries."
"The Role of Sensory Uncertainty in Simple Perceptual Organization","https://scispace.com/paper/the-role-of-sensory-uncertainty-in-simple-perceptual-3v8p1a1aci","2018","Posted Content","bioRxiv","Yanli Zhou
Luigi Acerbi
Wei Ji Ma","10.1101/350082","","Perceptual organization is the process of grouping scene elements into whole entities, for example line segments into contours. Uncertainty in grouping arises from scene ambiguity and sensory noise. Some classic Gestalt principles of perceptual organization have been re-framed in terms of Bayesian models, whereby the observer computes the probability that the whole entity is present. Previous studies that proposed a Bayesian interpretation of perceptual organization, however, have ignored sensory uncertainty, despite the fact that accounting for the current level of uncertainty is the main signature of Bayesian decision making. Crucially, trial-by-trial manipulation of sensory uncertainty is necessary to test whether humans perform optimal Bayesian inference in perceptual organization, as opposed to using some non-Bayesian heuristic. We distinguish between these hypotheses in an elementary form of perceptual organization, namely judging whether two line segments separated by an occluder are collinear. We manipulate sensory uncertainty by varying retinal eccentricity. A Bayes-optimal observer would take the level of sensory uncertainty into account - in a very specific way - in deciding whether a measured offset between the line segments is due to non-collinearity or to sensory noise. We find that people deviate slightly but systematically from Bayesian optimality, while still performing ""probabilistic computation"" in the sense that they take into account sensory uncertainty via a heuristic rule. Our work contributes to an understanding of the role of sensory uncertainty in higher-order perception.","This study examines whether and how people incorporate uncertainty into perceptual organization, by varying sensory uncertainty from trial to trial in a simple perceptual organization task and finds that people indeed take into account sensory uncertainty, however in a way that subtly deviates from optimal behavior."
"Six Bottom-up Visual Modulating Areas are Valued by Observers after Having Viewed the Dalinian Image ‘The Invisible Man’: A Study Based on Ocular Fixations Analyses","https://scispace.com/paper/six-bottom-up-visual-modulating-areas-are-valued-by-77gt3fa1hn7v","2024","Journal Article","Nanotechnology Perceptions","Rodríguez Martínez","10.62441/nano-ntp.vi.1544","","Salvador Dalí painted several paintings in which there were ambiguous images. Also known as bistable images, paintings like ‘The invisible man’ have the characteristic of having two or more possible perceptions. That is to say that different visual percepts can be perceived while observing this image. In order to observe if six different constituent parts of the ‘invisible man’ have the same level of salience, 69 participants took part in an experiment in which they observed the mentioned dalinian bistable image in front of an eye-tracker device (60Hz.). Eye-movements recordings were analyzed to stablish the durations of ocular fixations made on the six areas that were chosen following the criterium of having the capability of operate as bottom-up perceptual modulating factors. The results show that ocular fixations have a different duration when comparing gazes made on each area. Eyes and hair parts were the more observed ones. It was concluded that there are areas that are more salient when looking at the bistable image in question. This fact can vindicate that constituent aspects of visual stimulus have an influence on the perception of the image itself. ","A study using eye-tracking analyzes ocular fixations on Salvador Dalí's ""The Invisible Man"" image, revealing six bottom-up visual modulating areas with varying salience, with eyes and hair being the most observed."
"Individual differences in ensemble perception reveal multiple, independent levels of ensemble representation.","https://scispace.com/paper/individual-differences-in-ensemble-perception-reveal-4h7xs65yai","2015","Journal Article","Journal of Experimental Psychology: General","Jason Haberman
Timothy F. Brady
George A. Alvarez","10.1037/XGE0000053","","Ensemble perception, including the ability to ""see the average"" from a group of items, operates in numerous feature domains (size, orientation, speed, facial expression, etc.). Although the ubiquity of ensemble representations is well established, the large-scale cognitive architecture of this process remains poorly defined. We address this using an individual differences approach. In a series of experiments, observers saw groups of objects and reported either a single item from the group or the average of the entire group. High-level ensemble representations (e.g., average facial expression) showed complete independence from low-level ensemble representations (e.g., average orientation). In contrast, low-level ensemble representations (e.g., orientation and color) were correlated with each other, but not with high-level ensemble representations (e.g., facial expression and person identity). These results suggest that there is not a single domain-general ensemble mechanism, and that the relationship among various ensemble representations depends on how proximal they are in representational space.","It is suggested that there is not a single domain-general ensemble mechanism, and that the relationship among various ensemble representations depends on how proximal they are in representational space."
"Functional ‘Tunnel Vision’ in Pattern Classification Learning","https://scispace.com/paper/functional-tunnel-vision-in-pattern-classification-learning-1z8odlwmu9","1997","Journal Article","Perception","M Jüttner
I Rentschler","10.1068/V970338","","Visual pattern recognition has been defined in cognitive science as the ability to relate a perceived object to a learned categorical concept (see Rosch and Lloyd, 1978 Cognition and Categorization Hillsdale, NJ: Lawrence Erlbaum). In contrast, physiologists and clinical practitioners often prefer a low-level functional approach, where visual performance is characterised in terms of acuity, visual field, and contrast sensitivity. From a paradigmatic viewpoint, the former definition can be related to tasks of pattern classification, whereas the latter involves tasks of discrimination. We show that this dichotomy concerning perceptual tasks corresponds to dichotomous internal representations that observers develop in such tasks. For a common set of grey-level patterns (compound Gabor signals), we compared performance in classification and discrimination learning in foveal and extrafoveal vision. Learning speed for classification learning was found to be drastically reduced in extrafoveal relative to foveal vision. Discrimination learning of the same signals remained unaffected by viewing condition. Further analysis of the data in terms of a probabilistic prototype model (Rentschler, Juettner, and Caelli, 1994 Vision Research 34 669 – 687) showed that internal representations acquired in extrafoveal classification learning are characterised by a distinct reduced perceptual dimensionality. The results suggest that internal representations underlying pattern classification and discrimination arise at distinct cortical levels, and that the former are developed within an extremely narrow visual field essentially restricted to the fovea.","It is suggested that internal representations underlying pattern classification and discrimination arise at distinct cortical levels, and that the former are developed within an extremely narrow visual field essentially restricted to the fovea."
"Perceptual learning of oriented gratings as revealed by classification images.","https://scispace.com/paper/perceptual-learning-of-oriented-gratings-as-revealed-by-2ne62ryhqh","2010","Journal Article","Journal of Vision","Jonathan Dobres
Aaron R. Seitz","10.1167/10.13.8","","Classification image analysis is a psychophysical technique in which noise components of stimuli are analyzed to produce an image that reveals critical features of a task. Here we use classification images to gain greater understanding of perceptual learning. To achieve reasonable classification images within a single session, we developed an efficient classification image procedure that employed designer noise and a low-dimensional stimulus space. Subjects were trained across ten sessions to detect the orientation of a grating masked in noise, with an eleventh, test, session conducted using a stimulus orthogonal to the trained stimulus. As with standard perceptual learning studies, subjects showed improvements in performance metrics of accuracy, threshold, and reaction times. The clarity of the classification images and their correlation to an ideal target also improved across training sessions in an orientation-specific manner. Furthermore, image-based analyses revealed aspects of performance that could not be observed with standard performance metrics. Subjects with threshold improvements learned to use pixels across a wider area of the image, and, apposed to subjects without threshold improvements, showed improvements in both the bright and dark parts of the image. We conclude that classification image analysis is an important complement to traditional metrics of perceptual learning.","An efficient classification image procedure was developed that employed designer noise and a low-dimensional stimulus space to achieve reasonable classification images within a single session, and revealed aspects of performance that could not be observed with standard performance metrics."
"Image recognition: Visual grouping, recognition, and learning","https://scispace.com/paper/image-recognition-visual-grouping-recognition-and-learning-4ptoxwa1r9","1999","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Joachim M. Buhmann
Jitendra Malik
Pietro Perona","10.1073/PNAS.96.25.14203","","Vision extracts useful information from images. Reconstructing the three-dimensional structure of our environment and recognizing the objects that populate it are among the most important functions of our visual system. Computer vision researchers study the computational principles of vision and aim at designing algorithms that reproduce these functions. Vision is difficult: the same scene may give rise to very different images depending on illumination and viewpoint. Typically, an astronomical number of hypotheses exist that in principle have to be analyzed to infer a correct scene description. Moreover, image information might be extracted at different levels of spatial and logical resolution dependent on the image processing task. Knowledge of the world allows the visual system to limit the amount of ambiguity and to greatly simplify visual computations. We discuss how simple properties of the world are captured by the Gestalt rules of grouping, how the visual system may learn and organize models of objects for recognition, and how one may control the complexity of the description that the visual system computes.","How simple properties of the world are captured by the Gestalt rules of grouping, how the visual system may learn and organize models of objects for recognition, and how one may control the complexity of the description that theVisual system computes are discussed."
"ImageNet-trained CNNs are biased towards texture; increasing shape bias improves accuracy and robustness","https://scispace.com/paper/imagenet-trained-cnns-are-biased-towards-texture-increasing-3tn77l5ur3","2018","Posted Content","arXiv: Computer Vision and Pattern Recognition","Robert Geirhos
Patricia Rubisch
Claudio Michaelis
Matthias Bethge
Felix A. Wichmann
Wieland Brendel","","","Convolutional Neural Networks (CNNs) are commonly thought to recognise objects by learning increasingly complex representations of object shapes. Some recent studies suggest a more important role of image textures. We here put these conflicting hypotheses to a quantitative test by evaluating CNNs and human observers on images with a texture-shape cue conflict. We show that ImageNet-trained CNNs are strongly biased towards recognising textures rather than shapes, which is in stark contrast to human behavioural evidence and reveals fundamentally different classification strategies. We then demonstrate that the same standard architecture (ResNet-50) that learns a texture-based representation on ImageNet is able to learn a shape-based representation instead when trained on ""Stylized-ImageNet"", a stylized version of ImageNet. This provides a much better fit for human behavioural performance in our well-controlled psychophysical lab setting (nine experiments totalling 48,560 psychophysical trials across 97 observers) and comes with a number of unexpected emergent benefits such as improved object detection performance and previously unseen robustness towards a wide range of image distortions, highlighting advantages of a shape-based representation.","It is shown that ImageNet-trained CNNs are strongly biased towards recognising textures rather than shapes, which is in stark contrast to human behavioural evidence and reveals fundamentally different classification strategies."
"The asymmetric transfers of visual perceptual learning determined by the stability of geometrical invariants","https://scispace.com/paper/the-asymmetric-transfers-of-visual-perceptual-learning-54oicdvi4z","2024","Preprint","","Yan Yang
Yan Zhuo
Zhentao Zuo
Tiangang Zhuo
Lin Chen","10.7554/elife.93959","","We could recognize the dynamic world quickly and accurately benefiting from extracting invariance from highly variable scenes, and this process can be continuously optimized through visual perceptual learning. It is widely accepted that more stable invariants are prior to be perceived in the visual system. But how the structural stability of invariants affects the process of perceptual learning remains largely unknown. We designed three geometrical invariants with varying levels of stability for perceptual learning: projective (e.g., collinearity), affine (e.g., parallelism), and Euclidean (e.g., orientation) invariants, following the Klein’s Erlangen program. We found that the learning effects of low-stability invariants could transfer to those with higher stability, but not vice versa. To uncover the mechanism of the asymmetric transfers, we used deep neural networks to simulate the learning procedure and further discovered that more stable invariants were learned faster. Additionally, the analysis of the network’s weight changes across layers revealed that training on less stable invariants induced more changes in lower layers. These findings suggest that the process of perceptual learning in extracting different invariants is consistent with the Klein hierarchy of geometries and the relative stability of the invariants plays a crucial role in the mode of learning and generalization. ","The learning effects of low-stability invariants transfer asymmetrically to those with higher stability, and this asymmetry is due to the relative stability of the invariants and the hierarchical organization of the visual system."
