"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Manipulating the Rapid Consolidation Periods in a Learning Task Affects General Skills More than Statistical Learning and Changes the Dynamics of Learning","https://scispace.com/paper/manipulating-the-rapid-consolidation-periods-in-a-learning-18q6x39v","2022","Journal Article","ENeuro","Laura Szücs-Bencze
Lison Fanuel
Nikoletta Szabó
Romain Quentin
Dezso Nemeth
Teodóra Vékony","10.1523/ENEURO.0228-22.2022","","Abstract Memory consolidation processes have traditionally been investigated from the perspective of hours or days. However, recent developments in memory research have shown that memory consolidation processes could occur even within seconds, possibly because of the neural replay of just practiced memory traces during short breaks. Here, we investigate this rapid form of consolidation during statistical learning. We aim to answer (1) whether this rapid consolidation occurs in implicit statistical learning and general skill learning, and (2) whether the duration of rest periods affects these two learning types differently. Human participants performed a widely used statistical learning task—the alternating serial reaction time (ASRT) task—that enables us to measure implicit statistical and general skill learning separately. The ASRT task consisted of 25 learning blocks with a rest period between the blocks. In a between-subjects design, the length of the rest periods was fixed at 15 or 30 s, or the participants could control the length themselves. We found that the duration of rest periods does not affect the amount of statistical knowledge acquired but does change the dynamics of learning. Shorter rest periods led to better learning during the learning blocks, whereas longer rest periods promoted learning also in the between-block rest periods, possibly because of the higher amount of replay. Moreover, we found weaker general skill learning in the self-paced group than in the fixed rest period groups. These results suggest that distinct learning processes are differently affected by the duration of short rest periods.","The duration of rest periods does not affect the acquisition of statistical knowledge, but they do change the dynamics of learning in a way that learning is more likely to occur online in the case of certain fixed breaks, suggesting that distinct learning processes are differently affected by the duration of short rest periods."
"Critical Periods and Developmental Neurosimulation","https://scispace.com/paper/critical-periods-and-developmental-neurosimulation-52rgotnulc","2023","Preprint","","Bradly Alicea","10.31234/osf.io/jsqcy","","Simulating development has a number of benefits for understanding the acquisition of intelligent behavior. Yet development is not simply a generic form of generativity or emergence. Development is an inherently embodied and interactive process that unfolds in a limited time span. While embodied development provides a basis for grounding intelligent behavior, it also serves as a means to differentiate various behaviors with respect to the origins of phenotypic characteristics. Agentive development requires both morphogenetic and behavioral acquisitions which can be dependent upon one another. On the other hand, development requires innate and invariant features which interact with but are distinct from the environment. We propose a set of models that define critical period acquisition in an embodied developmental context. Critical periods are periods of enhanced acquisition that shape future learning and experience. Leading to contingencies that affect the ability of an agent to integrate environmental information, critical periods also require the acquisition of the phenotype itself. leading to contingencies that affect the ability of an agent to integrate environmental information. This work is presented in light of the Developmental Neurosimulation paradigm, in addition to understanding agentive development from a biologically-inspired perspective. ","Critical periods and developmental neurosimulation focus on the acquisition of intelligent behavior through embodied and interactive processes. They involve both morphogenetic and behavioral acquisitions and require innate and invariant features."
"Shifts in learning dynamics drive developmental improvements in the acquisition of structured knowledge","https://scispace.com/paper/shifts-in-learning-dynamics-drive-developmental-improvements-p1ozng4d710j","2025","Journal Article","","Kate Nussenbaum
Ari E. Kahn
Alice Zhang
Nathaniel D. Daw
Catherine A. Hartley","10.31234/osf.io/amvth_v1","","Children are adept statistical learners, capable of parsing streams of structured input into meaningful units, but the explicit knowledge of environmental structure that they acquire through experience often differs from that of adults. To date, however, it is unclear how developmental changes in learning mechanisms influence structured knowledge acquisition. To address this question, we tested 110 children, adolescents, and adults, ages 8 - 22 years, on a predictive learning task, in which they experienced sequences of stimuli with a higher-order temporal structure. After an initial learning phase, participants’ explicit knowledge of the relations between stimuli was probed via two additional task measures. We used a recently introduced computational model to characterize participants’ response times during learning, and found that all participants relied on simple, recency-based prediction, anticipating that they would encounter stimuli they recently encountered in the past. With increasing age, however, participants demonstrated greater evidence of additionally relying on a more sophisticated learning mechanism, which captured a predictive representation of the contingent relations between stimuli. The extent to which participants demonstrated evidence of this more complex form of predictive learning related to — and accounted for age-related improvements in — their explicit knowledge of the task’s underlying structure. Our results suggest that age-related changes in the use of different predictive learning mechanisms influences the structured knowledge that people derive from experience, providing an account for why children, adolescents, and adults form different representations of their environments from identical streams of experiences. ","This study examines how developmental changes in learning mechanisms influence structured knowledge acquisition in children, adolescents, and adults, revealing age-related improvements in predictive learning and explicit knowledge of environmental structure."
"Transitions in infant learning are modulated by dopamine in the amygdala","https://scispace.com/paper/transitions-in-infant-learning-are-modulated-by-dopamine-in-45yilu7hb1","2009","Journal Article","Nature Neuroscience","Gordon A. Barr
Stephanie Moriceau
Stephanie Moriceau
Stephanie Moriceau
Kiseko Shionoya
Kyle Muzny
Puhong Gao
Shaoning Wang
Regina M. Sullivan
Regina M. Sullivan
Regina M. Sullivan","10.1038/NN.2403","","Behavioral transitions characterize development. Young infant rats paradoxically prefer odors that are paired with shock, but older pups learn aversions. This transition is amygdala and corticosterone dependent. Using microarrays and microdialysis, we found downregulated dopaminergic presynaptic function in the amygdala with preference learning. Corticosterone-injected 8-d-old pups and untreated 12-d-old pups learned aversions and had dopaminergic upregulation in the amygdala. Dopamine injection into the amygdala changed preferences to aversions, whereas dopamine antagonism reinstated preference learning.","Dopamine injection into the amygdala changed preferences to aversions, whereas dopamine antagonism reinstated preference learning, and downregulated dopaminergic presynaptic function in the amygdala with preference learning was found."
"The computational modeling of sensitive periods.","https://scispace.com/paper/the-computational-modeling-of-sensitive-periods-7p2bq1ehyo","2006","Journal Article","Developmental Psychobiology","Michael S.C. Thomas
Mark H. Johnson","10.1002/DEV.20134","","In the continuing debate on sensitive periods, Tyler (this issue) argues for a mechanistic explanation of sensitive periods in development, rather than simply deriving a relationship between plasticity and age. Armstrong et al. (2005) endorse convergent approaches to assess types of plasticity, including the use of behavioral evidence, neurophysiological evidence, functional magnetic resonance imaging, event related potentials, and an appeal to evolutionary perspectives. In this contribution, we propose that a computational level of analysis is a key component in understanding the mechanisms through which functional plasticity alters in the cognitive system. To support our case, we discuss three examples of specific computational models that exhibit reductions in plasticity, and show how these models relate to Johnson (2005) three proposals for how sensitive periods might end: endogenous, self-terminating, and stabilization. Typically, we will find that implemented computational models of sensitive periods demonstrate multiple influences at work when functional plasticity reduces. Further, we suggest that computational modeling will allow us to understand how different factors interact to result in a functional reduction of plasticity in different cases.","It is proposed that a computational level of analysis is a key component in understanding the mechanisms through which functional plasticity alters in the cognitive system and will allow us to understand how different factors interact to result in a functional reduction of plasticity in different cases."
"Learning, fast and slow","https://scispace.com/paper/learning-fast-and-slow-3j634qqz","2022","Posted Content","","Elias Rodrigues Santana","10.48550/arxiv.2205.02075","","Animals can learn efficiently from a single experience and change their future behavior in response. However, in other instances, animals learn very slowly, requiring thousands of experiences. Here I survey tasks involving fast and slow learning and consider some hypotheses for what differentiates the underlying neural mechanisms. It has been proposed that fast learning relies on neural representations that favor efficient Hebbian modification of synapses. These efficient representations may be encoded in the genome, resulting in a repertoire of fast learning that differs across species. Alternatively, the required neural representations may be acquired from experience through a slow process of unsupervised learning from the environment. ","In this article , the authors survey tasks involving fast and slow learning and consider some hypotheses for what differentiates the underlying neural mechanisms, and propose that fast learning relies on neural representations that favor efficient Hebbian modification of synapses, resulting in a repertoire of fast learning that differs across species."
"Sensitive periods in development: structural characteristics and causal interpretations.","https://scispace.com/paper/sensitive-periods-in-development-structural-characteristics-2549r2aium","1989","Journal Article","Psychological Bulletin","Marc H. Bornstein","10.1037/0033-2909.105.2.179","","The presence or absence of a particular experience at a particular time in the life cycle may exert an extraordinary and dramatic influence over structure or function well beyond that point in development Such sensitive periods are thought to be widespread in animal and in human neurobiology and psychology A comprehensive treatment of the sensitive period needs minimally to include information about its structural characteristics as well as an interpretation of its causes, including why the sensitive period arises in terms of the natural history of the species and how the sensitive period is regulated in terms of physical, physiological, and psychological processes This article provides a framework for research and theory concerning specific sensitive periods and the sensitive period generally conceived The framework delimits four sets of parameters, which encompass 14 structural characteristics that define sensitive periods, and two levels of causal interpretation that guide research and theory into sensitive periods however they may be manifested","This article provides a framework for research and theory concerning specific sensitive periods and the sensitive period generally conceived, which encompass 14 structural characteristics that define sensitive periods, and two levels of causal interpretation that guideResearch and theory into sensitive periods however they may be manifested."
"Longitudinal Evidence for Decreasing Statistical Learning Abilities Across Childhood","https://scispace.com/paper/longitudinal-evidence-for-decreasing-statistical-learning-0q8cfmmmjwb6","","","","Eszter Tóth-Fáber
Bence Csaba Farkas
Tímea Harmath-Tánczos
Dezso Nemeth
Karolina Janacsek","10.31234/osf.io/gj3hq","","Statistical learning enables us to identify patterns in our environment and predict future events, thereby supporting a range of motor, cognitive, and linguistic skills. Despite its significance, the developmental trajectory of statistical learning has remained unclear due to a lack of comprehensive longitudinal studies. Cross-sectional research has hinted at enhanced statistical learning in children up to 11-13 years, followed by a decline into adulthood, yet definitive insights require a longitudinal approach. Our study addresses this critical gap by assessing statistical learning in the same participants at ages 7, 8, 11, and 14. Utilizing linear mixed models and latent class analyses, we observed a decline in statistical learning with age, and found that higher executive functions were associated with this decline. This study provides robust evidence that statistical learning is more effective in early childhood, offering crucial insights into the developmental trajectory of this fundamental cognitive ability.","This longitudinal study reveals a decline in statistical learning abilities across childhood, peaking at ages 7-8, with higher executive functions associated with this decline, providing crucial insights into the developmental trajectory of this fundamental cognitive ability."
"The Architecture of Intelligence Converging Evidence From Studies of Humans and Animals","https://scispace.com/paper/the-architecture-of-intelligence-converging-evidence-from-3q2tkivhoh","2013","Journal Article","Current Directions in Psychological Science","Louis D. Matzel
Bruno Sauce
Christopher Wass","10.1177/0963721413491764","","A person’s performance across multiple cognitive tests tends to covary. This ubiquitous observation suggests that various cognitive domains are regulated in common, and this covariance underlies the interpretation of many quantitative tests of “intelligence.” We find that, as in humans, differences in intelligence exist across genetically heterogeneous mice. Specifically, we have observed a covariance in the performance of mice across diverse tests of learning, reasoning, and attention. As in humans, the processing efficacy of working memory is both correlated with animals’ general cognitive abilities and may in some instances serve to regulate behaviors indicative of intelligence. Beyond its axiomatic significance in demonstrating the evolutionary conservation of a cognitive trait, studies of mice may provide unique opportunities to assess the molecular (e.g., brain-specific RNA expression; transgenics) and neuroanatomic substrates for intelligence. One such approach is briefly described here. Using this...","It is determined that the signaling efficacy of the dopamine D1 receptor in the prefrontal cortex is one potential link between performance on both working-memory tasks and tests of intelligence."
"Sensitive Period Diversity: Insights From Evolutionary Models","https://scispace.com/paper/sensitive-period-diversity-insights-from-evolutionary-models-3fuai78b","2022","Journal Article","The Quarterly Review of Biology","Judy A. Stamps
Barney Luttbeg","10.1086/722637","","Recent models of the evolution of sensitive periods in response to informative stimuli (i.e., cues) provide insights into reasons why empiricists within and across disciplines might observe variation in the patterns they observe when they study sensitive periods. We consider what an evolutionary perspective can tell us about the appropriate age to begin and end a study of sensitive periods, and how the experimental design and the predispositions of the subjects in an empirical study might affect its results. Using models based on Bayesian updating, we show how several factors, including the protocol used to study sensitive periods, the relative reliability of the information provided to the subjects, and the predispositions of the subjects, are expected to affect the presence and shapes of sensitive periods that occur in response to information-only cues. Our results suggest that investigators will observe considerable variation in the patterns reported in empirical studies of sensitive periods simply based on the protocol they use to study them; this is relevant because investigators working in different disciplines tend to rely on different protocols. We show how theory can help shed light on the adaptive significance of patterns reported by empiricists, e.g., why we might expect to observe heightened sensitivity to particular cues during adolescence. We describe existing empirical support for some of the models’ predictions, e.g., that the duration of sensitive periods will be extended if subjects are first maintained in noninformative conditions before they are first exposed to informative stimuli. We highlight novel predictions of these models that can be readily tested by empiricists, e.g., that the effects of deprivation treatments on sensitive periods will vary, depending on their timing. More generally, we show how an evolutionary approach to sensitive periods reveals that at least some of the considerable variation observed in the results reported in empirical studies of sensitive periods may be attributable to variation in the methods that are used to study them.","In this article , the authors consider what an evolutionary perspective can tell us about the appropriate age to begin and end a study of sensitive periods, and how the experimental design and the predispositions of the subjects in an empirical study might affect its results."
"Cognition, Comparative","https://scispace.com/paper/cognition-comparative-5i53b527utjc","","","","Daniel B. M. Haun
Edwin J. C. van Leeuwen","10.1002/9781118924396.wbiea1973","","Comparative cognition is a field of enquiry that aims to research cognition by comparing its characteristics across animal species. Cross‐species comparisons can separate cognitive skills that are widely shared across species from those that are rare or even unique to any particular species. Comparisons across species can also help researchers to understand which factors drive the evolution of cognition. If humans are included in the list of compared species, the field of comparative cognition is positioned to address such fundamental questions as: Which aspects of human cognition are unique and which are shared with other species? How does human cognition evolve? And, is any variance in the cognitive capacity of a species due to species‐typical genetic variance?","Comparative cognition research compares cognitive characteristics across animal species to identify shared and unique skills, understand cognitive evolution, and determine the role of genetic variance in cognitive capacity, with implications for understanding human cognition and its evolution."
"Early Experience and Sensitive Periods","https://scispace.com/paper/early-experience-and-sensitive-periods-3lmi8v49m2","2014","Book Chapter","","Eric I. Knudsen","10.1016/B978-0-12-385870-2.00021-4","","Early experience exerts a profound influence on the developing central nervous system. During sensitive periods in the development of certain brain circuits, sensory experience drives patterns of neural activity that shape basic anatomical, biochemical, and/or functional characteristics of the circuit. As a result, neural processing becomes customized to the environment and the sensory conditions of the individual animal. This chapter describes six sensitive periods: song memorization in songbirds, sound localization in barn owls, binocular visual processing in mammals, temperament in rats, language in humans, and filial imprinting in birds. These examples illustrate the fundamental principles and mechanisms of sensitive period learning, and they highlight the dynamic interplay between genetically encoded development and early experience in shaping the functional capacities of the mature brain.","This chapter describes six sensitive periods: song memorization in songbirds, sound localization in barn owls, binocular visual processing in mammals, temperament in rats, language in humans, and filial imprinting in birds."
