"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"BIRDSONG AND HUMAN SPEECH: Common Themes and Mechanisms","https://scispace.com/paper/birdsong-and-human-speech-common-themes-and-mechanisms-39gg3m47d4","1999","Journal Article","Annual Review of Neuroscience","Allison J. Doupe
Patricia K. Kuhl","10.1146/ANNUREV.NEURO.22.1.567","","Human speech and birdsong have numerous parallels. Both humans and songbirds learn their complex vocalizations early in life, exhibiting a strong dependence on hearing the adults they will imitate, as well as themselves as they practice, and a waning of this dependence as they mature. Innate predispositions for perceiving and learning the correct sounds exist in both groups, although more evidence of innate descriptions of species-specific signals exists in songbirds, where numerous species of vocal learners have been compared. Humans also share with songbirds an early phase of learning that is primarily perceptual, which then serves to guide later vocal production. Both humans and songbirds have evolved a complex hierarchy of specialized forebrain areas in which motor and auditory centers interact closely, and which control the lower vocal motor areas also found in nonlearners. In both these vocal learners, however, how auditory feedback of self is processed in these brain areas is surprisingly unclear. Finally, humans and songbirds have similar critical periods for vocal learning, with a much greater ability to learn early in life. In both groups, the capacity for late vocal learning may be decreased by the act of learning itself, as well as by biological factors such as the hormones of puberty. Although some features of birdsong and speech are clearly not analogous, such as the capacity of language for meaning, abstraction, and flexible associations, there are striking similarities in how sensory experience is internalized and used to shape vocal outputs, and how learning is enhanced during a critical period of development. Similar neural mechanisms may therefore be involved.","Human speech and birdsong have numerous parallels, with striking similarities in how sensory experience is internalized and used to shape vocal outputs, and how learning is enhanced during a critical period of development."
"Geographic patterns of song variation reveal timing of song acquisition in a wild avian population","https://scispace.com/paper/geographic-patterns-of-song-variation-reveal-timing-of-song-5eujrwvik7","2017","Journal Article","Behavioral Ecology","Louis Ranjard
Sarah J. Withers
Dianne H. Brunton
Stuart Parsons
Howard A. Ross","10.1093/BEHECO/ARX072","","Geographic patterns of song variation are common in passerines and can develop as a consequence of the mechanisms of song acquisition and dispersal. In particular, the timing of dispersal relative to the sensory learning phase and the time of song crystallization is important. For example, when the sensory phase continues after dispersal or when males learn new songs every breeding season, i.e. open-ended learner, neighborhoods can develop where males share their songs. In this study, we utilize a unique, comprehensive dispersal and song recording dataset to investigate the existence and development of micro-geographic song variation in a wild passerine population. Machine learning song analysis methods allow us to overcome perceptual bias in the classification of the songs of New Zealand hihi (Notiomystis cincta). We show that males share more song elements of their repertoire with their neighbors than with more distant males or with males from the same natal area, implying that repertoire is acquired post-dispersal. Finally, we suggest that high levels of male competition have driven the development of post-dispersal vocal learning behavior in this species.","It is suggested that high levels of male competition have driven the development of post-dispersal vocal learning behavior in New Zealand hihi (Notiomystis cincta)."
"Learning birdsong by imitation.","https://scispace.com/paper/learning-birdsong-by-imitation-3oujd5atao","2019","Journal Article","Science","David F. Clayton","10.1126/SCIENCE.AAZ1552","","Transforming sensory information into vocal imitation allows young finches to sing Imitating an expert is seemingly a straightforward type of learning, one at the root of language, music, and other culturally transmitted behaviors. But learning to copy an action requires the nervous system to perform some rather unusual transformations. The expert's action must first be perceived and represented as a sensory pattern. This sensory pattern must then be transformed into a set of motor patterns sufficient to reproduce the desired goal. Birdsong provides a model for this sort of “inverse” learning: Over a span of ∼2 months, a young zebra finch listens to the song of an adult tutor and gradually learns to reproduce it. On page 83 of this issue, Zhao et al. (1) dissect the neural circuitry involved in the sensorimotor transformation underlying this process of imitation.","The neural circuitry involved in the sensorimotor transformation underlying the process of imitation of an expert is dissected to dissect the mechanisms responsible for the transformation of sensory information into motor patterns sufficient to reproduce the desired goal."
"Generalisation of early learned tutor song preferences in female zebra finches (<i>Taeniopygia guttata</i>)","https://scispace.com/paper/generalisation-of-early-learned-tutor-song-preferences-in-2ql60p51","2022","Posted Content","","Riccardo Manfredi","10.1101/2022.05.05.490783","","Abstract Song learning is a prime example for a culturally transmitted mating signal. Local or individual song variants are socially learned early in life and adults sing and prefer these songs. An unresolved issue in this context is the question of how learned preferences for specific variants generalise to songs sufficiently similar to the original model. Here we asked whether female zebra finches would generalise early learned song preferences along a similarity gradient based on syllables sharing between test and tutor songs. For each female, this gradient consisted of their tutor’s (father’s) song (F), two variants of unfamiliar songs edited to share 2/3 (F 2/3 ) and 1/3 (F 1/3 ) of syllables with father’s song and an unfamiliar song (UF). Females’ preferences were measured in a 4-way operant choice arena where the birds could perch on different operant perches to trigger playbacks of the four different songs. Number and duration of perch visits were positively associated with the number of syllables that the assigned stimuli shared with fathers’ songs. These results suggest that female zebra finches generalise early learned song preferences to songs sharing syllables (and/or voice characteristics) with songs learned early in life. ","For example, this article found that female zebra finches generalise early learned song preferences to songs sharing syllables (and/or voice characteristics) with songs learned early in life."
"Zebra Finches As a Model Species to Understand the Roots of Rhythm.","https://scispace.com/paper/zebra-finches-as-a-model-species-to-understand-the-roots-of-46egtqd5kq","2016","Journal Article","Frontiers in Neuroscience","Michelle J. Spierings
Carel ten Cate","10.3389/FNINS.2016.00345","","VOCAL TIMING IN ZEBRA FINCHES Zebra finches are a widely used model species for neurobehavioral research, in particular in relation to song development and auditory processing. Males learn their songs from a tutor. Females don't sing, but do develop learned song preferences. Regardless of the differences, both sexes exchange calls in social interactions. Two fascinating recent studies looked at different aspects of rhythmicity in the production of zebra finch vocalizations (Benichov et al., 2016a; Norton and Scharff, 2016), and together with several studies on the perception of rhythms, they make the zebra finch a promising model species to unravel the roots of rhythm production and perception. Norton and Scharff (2016) analyzed the intervals from one note onset to the next one in both isolate and directed zebra finch songs. For each male they were able to derive an isochronous sequence of \"" time stamps \"" of which a subset aligned with all note onsets of a male's song. Moreover, these time stamps often also coincided with the transitions between phonetically different gestures within a complex note. This indicates that an isochronous rhythm might underlie zebra finch songs. Benichov et al. (2016a,b) showed that both males and females can dynamically adjust the mutual timing of their calls. Individual birds were housed with a robotic zebra finch that emitted an isochronous call pattern. Within ample minutes the zebra finches adjusted their call rate to create a regular back-and-forth exchange with the robotic finch. The robot was then set to emit \"" jamming \"" calls that were produced at the moment when the zebra finch was most likely to respond. All zebra finches adjusted their call pattern to avoid the jamming calls, either by calling earlier, later or both earlier and later. Furthermore, when the robotic finch produced a pattern of alternating single and paired calls, the zebra finches timed their calls differently for the single compared to the paired calls, indicating they apparently detected the alternating pattern of the robot calls and used this to anticipate whether the next call would be single or paired. Interestingly, females performed better than males at these tasks (Benichov et al., 2016a). Benichov et al. (2016a) next examined the role of the forebrain song system in the timing of calls. The female song system is reduced compared to the male system and lacks, for instance, the largest song nucleus, Area X. However, some nuclei of the …","The zebra finch is a promising model species to unravel the roots of rhythm production and perception, and two fascinating recent studies looked at different aspects of rhythmicity in the production of zebra Finch vocalizations, finding that both males and females can dynamically adjust the mutual timing of their calls."
"Developmental stress affects song learning but not song complexity and vocal amplitude in zebra finches","https://scispace.com/paper/developmental-stress-affects-song-learning-but-not-song-1214fvf976","2009","Journal Article","Behavioral Ecology and Sociobiology","Henrik Brumm
Sue Anne Zollinger
Peter J. B. Slater","10.1007/S00265-009-0749-Y","","Several recent studies have tested the hypothesis that song quality in adult birds may reflect early developmental conditions, specifically nutritional stress during the nestling period. Whilst all of these earlier studies found apparent links between early nutritional stress and song quality, their results disagree as to which aspects of song learning or production were affected. In this study, we attempted to reconcile these apparently inconsistent results. Our study also provides the first assessment of song amplitude in relation to early developmental stress and as a potential cue to male quality. We used an experimental manipulation in which the seeds on which the birds were reared were mixed with husks, making them more difficult for the parents to obtain. Compared with controls, such chicks were lighter at fledging; they were thereafter placed on a normal diet and had caught up by 100 days. We show that nutritional stress during the first 30 days of life reduced the birds’ accuracy of song syntax learning, resulting in poorer copies of tutor songs. Our experimental manipulations did not lead to significant changes in song amplitude, song duration or repertoire size. Thus, individual differences observed in song performance features probably reflect differences in current condition or motivation rather than past condition.","It is shown that nutritional stress during the first 30 days of life reduced the birds’ accuracy of song syntax learning, resulting in poorer copies of tutor songs, and the first assessment of song amplitude in relation to early developmental stress and as a potential cue to male quality is provided."
"A predisposed motor bias shapes individuality in vocal learning.","https://scispace.com/paper/a-predisposed-motor-bias-shapes-individuality-in-vocal-1cgiq8fghl","2024","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Noriyuki Toji
Azusa Sawai
Hongdi Wang
Yu Ji
Rintaro Sugioka
Yasuhiro Go
Kazuhiro Wada","10.1073/pnas.2308837121","","The development of individuality during learned behavior is a common trait observed across animal species; however, the underlying biological mechanisms remain understood. Similar to human speech, songbirds develop individually unique songs with species-specific traits through vocal learning. In this study, we investigate the developmental and molecular mechanisms underlying individuality in vocal learning by utilizing F1 hybrid songbirds (Taeniopygia guttata cross with Taeniopygia bichenovii), taking an integrating approach combining experimentally controlled systematic song tutoring, unbiased discriminant analysis of song features, and single-cell transcriptomics. When tutoring with songs from both parental species, F1 hybrid individuals exhibit evident diversity in their acquired songs. Approximately 30% of F1 hybrids selectively learn either song of the two parental species, while others develop merged songs that combine traits from both species. Vocal acoustic biases during vocal babbling initially appear as individual differences in songs among F1 juveniles and are maintained through the sensitive period of song vocal learning. These vocal acoustic biases emerge independently of the initial auditory experience of hearing the biological father's and passive tutored songs. We identify individual differences in transcriptional signatures in a subset of cell types, including the glutamatergic neurons projecting from the cortical vocal output nucleus to the hypoglossal nuclei, which are associated with variations of vocal acoustic features. These findings suggest that a genetically predisposed vocal motor bias serves as the initial origin of individual variation in vocal learning, influencing learning constraints and preferences.","It is suggested that a genetically predisposed vocal motor bias serves as the initial origin of individual variation in vocal learning, influencing learning constraints and preferences."
"Learning to sing like a bird: self-supervised acquisition of birdsong","https://scispace.com/paper/learning-to-sing-like-a-bird-self-supervised-acquisition-of-3f8sd8l8ow","2007","Proceedings Article","National Conference on Artificial Intelligence","Michael H. Coen","","","This paper presents a new framework for self-supervised sensorimotor learning. We demonstrate this framework with a system that learns to mimic a zebra finch, directly modeled on the dynamics of how male fledglings acquire birdsong from their fathers. Our system first listens to the song of an adult finch. By listening to its own initially nascent attempts at mimicry through an articulatory synthesizer, the system organizes motor maps generating its vocalizations. Our approach is founded on the notion of cross-modal clustering, introduced in (Coen 2005, 2006a), and is unusual for its recursive reuse of perceptual mechanisms in developing motor control. In this paper, we outline this framework, present its results on the unsupervised acquisition of birdsong, and discuss other potential applications.","A new framework for self-supervised sensorimotor learning is presented, founded on the notion of cross-modal clustering, and is unusual for its recursive reuse of perceptual mechanisms in developing motor control."
"Towards quantification of vocal imitation in the zebra finch","https://scispace.com/paper/towards-quantification-of-vocal-imitation-in-the-zebra-finch-1d2dajl97z","2002","Journal Article","Journal of Comparative Physiology A-neuroethology Sensory Neural and Behavioral Physiology","Ofer Tchernichovski
Partha P. Mitra","10.1007/S00359-002-0352-4","","The transition from an amorphous subsong into mature song requires a series of vocal changes. By tracing song elements during development, we have shown that the imitation trajectory to the target could not be predicted based on monotonic progression of vocal changes, indicating an internal component that imposes constraints on song development. Here we further examine the nature of constraints on song imitation in the zebra finch. We first present techniques for identifying and tracing distinctive vocal changes, and then we examine how sequences of vocal change are expressed and coordinated. Examples suggest two types of constraints on song imitation, based on the nature of the temporal context. Developmentally diachronic constraints are imposed by sequential dependencies between vocal changes as a function of developmental time, whereas developmentally synchronic constraints are given by the acoustic context of notes within the song. Finally, we show that the tendency of birds to copy certain sounds in the song model before others might be related to such constraints. We suggest that documenting the full range of distinctive vocal changes and the coordination of their expression would be useful for testing mechanisms of vocal imitation.","It is suggested that documenting the full range of distinctive vocal changes and the coordination of their expression would be useful for testing mechanisms of vocal imitation and the tendency of birds to copy certain sounds in the song model before others might be related to such constraints."
"Song retuning with tutor model by adult zebra finches.","https://scispace.com/paper/song-retuning-with-tutor-model-by-adult-zebra-finches-36g2hfw60s","2008","Journal Article","Developmental Neurobiology","Yasuko Funabiki
Yasuko Funabiki
Kazuo Funabiki
Kazuo Funabiki","10.1002/DNEU.20597","","Songbirds first memorize a tutor song in youth and develop their own song after the remembered model. As birds sexually mature, their song becomes crystallized and refractory to further tutoring. Here, we show that the song syllables of adult zebra finches gradually drift from their once crystallized forms, when individual birds are kept in auditory isolation or in company of cage mates singing different song syllables. Furthermore, when birds with drifted syllables are tutored with the same model again, they amend the fine structure of their syllables towards the model. In contrast, retutoring does not affect syllable sequences that differ from those of the original tutor.","It is shown that the song syllables of adult zebra finches gradually drift from their once crystallized forms, when individual birds are kept in auditory isolation or in company of cage mates singing differentsong syllables."
"Tutor auditory memory for guiding sensorimotor learning in birdsong","https://scispace.com/paper/tutor-auditory-memory-for-guiding-sensorimotor-learning-in-s36zk1vg8b","2024","Journal Article","Frontiers in Neural Circuits","Yoko Yazaki‐Sugiyama","10.3389/fncir.2024.1431119","","Memory-guided motor shaping is necessary for sensorimotor learning. Vocal learning, such as speech development in human babies and song learning in bird juveniles, begins with the formation of an auditory template by hearing adult voices followed by vocally matching to the memorized template using auditory feedback. In zebra finches, the widely used songbird model system, only males develop individually unique stereotyped songs. The production of normal songs relies on auditory experience of tutor's songs (commonly their father's songs) during a critical period in development that consists of orchestrated auditory and sensorimotor phases. ""Auditory templates"" of tutor songs are thought to form in the brain to guide later vocal learning, while formation of ""motor templates"" of own song has been suggested to be necessary for the maintenance of stereotyped adult songs. Where these templates are formed in the brain and how they interact with other brain areas to guide song learning, presumably with template-matching error correction, remains to be clarified. Here, we review and discuss studies on auditory and motor templates in the avian brain. We suggest that distinct auditory and motor template systems exist that switch their functions during development. ","It is suggested that distinct auditory and motor template systems exist that switch their functions during development and how they interact with other brain areas to guide song learning remains to be clarified."
"Behavioral discrimination and time-series phenotyping of birdsong performance","https://scispace.com/paper/behavioral-discrimination-and-time-series-phenotyping-of-3i6ca0985z","2021","Dataset","","Avishek Paul
Helen McLendon
Veronica Rally
Jon T. Sakata
Sarah C. Woolley","10.5281/zenodo.4563024","","Variation in the acoustic structure of vocal signals is important to communicate social information. However, relatively little is known about the features that receivers extract to decipher relevant social information. Here, we took an expansive, bottom-up approach to delineate the feature space that could be important for processing social information in zebra finch song. Using operant techniques, we discovered that female zebra finches can consistently discriminate brief song phrases (“motifs”) from different social contexts. We then applied machine learning algorithms to classify motifs based on thousands of time-series features and to uncover acoustic features for motif discrimination. In addition to highlighting classic acoustic features, the resulting algorithm revealed novel features for song discrimination, for example, measures of time irreversibility (i.e., the degree to which the statistical properties of the actual and time-reversed signal differ). Moreover, the algorithm accurately predicted female performance on individual motif exemplars. These data underscore and expand the promise of broad time-series phenotyping to acoustic analyses and social decision-making. ","Time-series phenotyping of birdsong performance reveals novel acoustic features for social information processing in zebra finch."
"Sex differences in the development and expression of a preference for familiar vocal signals in songbirds","https://scispace.com/paper/sex-differences-in-the-development-and-expression-of-a-hkuxnfk6jo","2021","Journal Article","PLOS ONE","Tomoko G. Fujii
Maki Ikebuchi
Kazuo Okanoya","10.1371/JOURNAL.PONE.0243811","","Production and perception of birdsong critically depends on early developmental experience. In species where singing is a sexually dimorphic trait, early life song experience may affect later behavior differently between sexes. It is known that both male and female songbirds acquire a life-long memory of early song experience, though its function remains unclear. In this study, we hypothesized that male and female birds express a preference for their fathers' song, but do so differently depending on the developmental stage. We measured preference for their father's song over an unfamiliar one in both male and female Bengalese finches at multiple time points across ontogeny, using phonotaxis and vocal response as indices of preference. We found that in males, selective approach to their father's song decreased as they developed while in females, it remained stable regardless of age. This may correspond to a higher sensitivity to tutor song in young males while they are learning and a retained sensitivity in females because song is a courtship signal that is used throughout life. In addition, throughout development, males vocalized less frequently during presentation of their father's song compared to unfamiliar song, whereas females emitted more calls to their father's song. These findings contribute to a deeper understanding of why songbirds acquire and maintain such a robust song memory.","In this paper, the authors found that male and female birds expressed a preference for their fathers' song, but do so differently depending on the developmental stage, and that males vocalized less frequently during presentation of their father's song compared to unfamiliar ones."
"Birdsong: a Key Model in Animal Communication","https://scispace.com/paper/birdsong-a-key-model-in-animal-communication-3d57go9vp0","2006","Book Chapter","","M. Naguib
K. Riebel","10.1016/B0-08-044854-2/00830-0","","Birdsong is among the most well-studied biological models and attracts attention from a broad range of biological and non-biological disciplines. Across species, there is striking variety in the complexity of song and its delivery. In some species, song can be a simple repetition of few basic notes, but in others there can be hundreds of different song patterns arranged in complex manners. Within this structural diversity, song functions as a general advertisement signal to attract mates and mark a territory against same-sex competitors. Individual differences in singing often provide very specific information about origin, motivation, and phenotypic and genetic differences among individuals. Like human speech, birdsong develops under the influence of vocal learning during an early sensitive period, and during a period of motor practice it advances into a highly complex signal. Such parallels have established birdsong as the animal model system for vocal learning for comparison with human speech.","Birdsong is established as the animal model system for vocal learning for comparison with human speech because it develops under the influence of vocal learning during an early sensitive period and during a period of motor practice it advances into a highly complex signal."
"Comparisons of Different Methods to Train a Young Zebra Finch (Taeniopygia Guttata) to Learn a Song","https://scispace.com/paper/comparisons-of-different-methods-to-train-a-young-zebra-29liw2eh15","2013","Journal Article","Journal of Physiology-paris","Sébastien Derégnaucourt
Colline Poirier
Anne van der Kant
Annemie Van der Linden
Manfred Gahr","10.1016/J.JPHYSPARIS.2012.08.003","","Like humans, oscine songbirds exhibit vocal learning. They learn their song by imitating conspecifics, mainly adults. Among them, the zebra finch (Taeniopygia guttata) has been widely used as a model species to study the behavioral, cellular and molecular substrates of vocal learning. Various methods using taped song playback have been used in the laboratory to train young male finches to learn a song. Since different protocols have been applied by different research groups, the efficiency of the studies cannot be directly compared. The purpose of our study was to address this problem. Young finches were raised by their mother alone from day post hatching (dph) 10 and singly isolated from dph 35. One week later, exposure to a song model began, either using a live tutor or taped playback (passive or self-elicited). At dph 100, the birds were transferred to a common aviary. We observed that one-to-one live tutoring is the best method to get a fairly complete imitation. Using self-elicited playback we observed high inter-individual variability; while some finches learned well (including good copying of the song model), others exhibited poor copying. Passive playback resulted in poor imitation of the model. We also observed that finches exhibited vocal changes after dph 100 and that the range of these changes was negatively related to their imitation of the song model. Taken together, these results suggest that social aspects are predominant in the success outcome of song learning in the zebra finch.","It is observed that one-to-one live tutoring is the best method to get a fairly complete imitation of the song model, and social aspects are predominant in the success outcome of song learning in the zebra finch."
"Audition-Independent Vocal Crystallization Associated with Intrinsic Developmental Gene Expression Dynamics","https://scispace.com/paper/audition-independent-vocal-crystallization-associated-with-1df9zee25t","2015","Journal Article","The Journal of Neuroscience","Chihiro Mori
Kazuhiro Wada","10.1523/JNEUROSCI.1804-14.2015","","Complex learned behavior is influenced throughout development by both genetic and environmental factors. Birdsong, like human speech, is a complex vocal behavior acquired through sensorimotor learning and is based on coordinated auditory input and vocal output to mimic tutor song. Song is primarily learned during a specific developmental stage called the critical period. Although auditory input is crucial for acquiring complex vocal patterns, its exact role in neural circuit maturation for vocal learning and production is not well understood. Using audition-deprived songbirds, we examined whether auditory experience affects developmental gene expression in the major elements of neural circuits that mediate vocal learning and production. Compared with intact zebra finches, early-deafened zebra finches showed excessively delayed vocal development, but their songs eventually crystallized. In contrast to the different rates of song development between the intact and deafened birds, developmental gene expression in the motor circuit is conserved in an age-dependent manner from the juvenile stage until the older adult stage, even in the deafened birds, which indicates the audition-independent robustness of gene expression dynamics during development. Furthermore, even after adult deafening, which degrades crystallized song, the deteriorated songs ultimately restabilized at the same point when the early-deafened birds stabilized their songs. These results indicate a genetic program-associated inevitable termination of vocal plasticity that results in audition-independent vocal crystallization.","Results indicate a genetic program-associated inevitable termination of vocal plasticity that results in audition-independent vocal crystallization, which indicates the audition- independent robustness of gene expression dynamics during development."
"Action-Based Learning: a New Form of Developmental Plasticity in Bird Song","https://scispace.com/paper/action-based-learning-a-new-form-of-developmental-plasticity-4cqmgclfiq","1992","Journal Article","Netherlands Journal of Zoology","Peter Marler
Douglas A. Nelson","10.1163/156854293X00232","","Two forms of developmental plasticity in bird song are contrasted. The classical 'memory-based' or sensorimotor process includes a sensory phase during which a song model is memorized followed by a motor phase during which the bird matches his own song to the model via auditory feedback. In contrast, 'action-based learning' refers to the selection of songs that are already produced for retention in the mature repertoire. Evidence for action-based learning appears in the form of a large (overproduced) repertoire of songs in the plastic phase of song development. During the transition from plastic to crystallized song, social interactions selectively reinforce performance of certain song types, while non-reinforced song types are discarded. We review evidence from three species of sparrow which suggests that song sharing among territorial males, a common form of vocal plasticity usually thought to solely involve memory-based learning, may be the result of action-based learning. These forms of song learning are complementary in that memory-based learning provides the raw song material upon which the selective forces of action-based learning act. We suggest that action-based learning may be widespread among behaviour patterns that involve overproduction of motor patterns in youth.","Evidence from three species of sparrow is reviewed which suggests that song sharing among territorial males, a common form of vocal plasticity usually thought to solely involve memory-based learning, may be the result of action- based learning."
"The zebra finch, Taeniopygia guttata: an avian model for investigating the neurobiological basis of vocal learning.","https://scispace.com/paper/the-zebra-finch-taeniopygia-guttata-an-avian-model-for-3npfc7cxvp","2014","Journal Article","CSH Protocols","Claudio V. Mello","10.1101/PDB.EMO084574","","Songbirds are capable of learning their vocalizations by copying a singing adult. This vocal learning ability requires juveniles to hear and memorize the sound of the adult song, and later to imitate it through a process involving sensorimotor integration. Vocal learning is a trait that songbirds share withhumans,where itforms the basisof spokenlanguage acquisition, withotheravian groups (parrots and hummingbirds), and with a few other mammals (cetaceans, bats). It is however absent in traditional model organisms such as rodents and nonhuman primates. Zebra finches, a songbird species fromAustralia,arepopularpetsandareeasytobreed.Theyalsosingarelativelysimpleandstereotyped song that is amenable to quantitative analysis. Zebra finches have thus emerged as a choice model organism for investigating the neurobiological basis of vocal learning. A number of tools and methodologies have been developed to characterize the bioacoustics properties of their song, analyze the degree of accurate copying during vocal learning, map the brain circuits that control singing and song learning, and investigate the physiology of these circuits. Such studies have led to a large base of knowledge on song production and learning, and their underlying neural substrate. Several molecular resources have recently become available, including brain cDNA/EST databases, microarrays, BAC libraries, a molecular brain atlas, a complete genome assembly, and the ability to perform transgenesis. The recent availability of many other avian genomes provides unique opportunities for comparative analysis in the search for features unique to vocal learning organisms.","Zebra finches have emerged as a choice model organism for investigating the neurobiological basis of vocal learning and a number of tools and methodologies have been developed to characterize the bioacoustics properties of their song, analyze the degree of accurate copying during vocal learning, map the brain circuits that control singing and song learning, and investigate the physiology of these circuits."
"Song Learning in Zebra Finches (Taeniopygia guttata): Progress and Prospects","https://scispace.com/paper/song-learning-in-zebra-finches-taeniopygia-guttata-progress-4r5feze8d7","1988","Book Chapter","Advances in The Study of Behavior","Peter J. B. Slater
Lucy A. Eales
Nicola S. Clayton","10.1016/S0065-3454(08)60308-3","","Publisher Summary This chapter discusses on the recent findings in song learning in zebra finches and brings them together with earlier studies of song learning in this species, as well as recent physiological work on this species that is relevant to song development. Zebra finch song also affords excellent prospects for further advances in our understanding of principles of behavioral development; the review concludes by considering some of these remaining questions. The chapter summarizes briefly on what is known of the way of life of the zebra finch in the wild, where it occurs in Australia and the Lesser Sunda islands. It is an intensely sociable species, occurring in large flocks and breeding colonially in response to the rainfall, which is essential if there is to be sufficient food for feeding chicks. Zebra finch song seems largely to act as a signal between the sexes, although it is simple in structure and does not therefore fit easily into the scheme of song function. Rather than being concerned primarily with mate attraction or rival repulsion, its major role may be in stimulating ovarian development, including ovulation, a function song is known to possess in other species. This chapter describes what is known about the song-learning system in zebra finches and suggest ways in which the timing, accuracy, and selectivity of learning is affected by the environment that the young bird experiences during its development.","What is known about the song-learning system in zebra finches is described and ways in which the timing, accuracy, and selectivity of learning is affected by the environment that the young bird experiences during its development are suggested."
"Neurophysiological and behavioral development in birds: song learning as a model system","https://scispace.com/paper/neurophysiological-and-behavioral-development-in-birds-song-7cptlco26b","1990","Journal Article","Naturwissenschaften","N.S. Clayton
Hans-Joachim Bischof","10.1007/BF01134472","","The avian song system is a particularly good model for studying the behavioral and physiological aspects of animal development. One seemingly trivial but very important reason for this is that the sound spectrograph enables sounds to be described, measured and analyzed objectively and in detail. Secondly, birdsong is one of the few behaviors which is performed by a separate chain of brain regions and is therefore relatively easy to investigate neurophysiologically. Work on song also provides a clear illustration of the subtle way in which birds are influenced by their internal and external environments during development.","The avian song system is a particularly good model for studying the behavioral and physiological aspects of animal development because it is one of the few behaviors which is performed by a separate chain of brain regions and is therefore relatively easy to investigate neurophysiologically."
"A Comparison Between Development of Bird Song and Development of Other Displays","https://scispace.com/paper/a-comparison-between-development-of-bird-song-and-1mo41msi7v","1992","Journal Article","Netherlands Journal of Zoology","Ton G. G. Groothuis","10.1163/156854293X00287","","The ontogeny of bird song is compared with that of other vocal and postural displays. At the level of description both types of display show a gradual development towards a more conspicuous and stereotyped form. In addition, the developmental outcome shows in both cases plasticity under the influence of social experience. At the level of mechanisms similarities and differences are discussed. Although song development has been studied mainly from the perspective of learning, and development of other displays from the perspective of motivational changes, both these mechanisms play a role in the development of both types of display. The development of both types may be influenced by the reactions of conspecifics to the display performed and sex hormones. The latter may enhance the expression of species specific properties and influence crystallization or form fixation in both song and other displays. Imitation, so important for normal song development in many song bird species, does not seem to influence the development of postural displays, but there is some preliminary evidence that it may influence the development of vocal display other than song. The influence of sensory-motor learning (motor matching) is discussed.","The ontogeny of bird song is compared with that of other vocal and postural displays and both types of display show a gradual development towards a more conspicuous and stereotyped form."
"Courtship song preferences in female zebra finches are shaped by developmental auditory experience","https://scispace.com/paper/courtship-song-preferences-in-female-zebra-finches-are-1azbsoj2t0","2017","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Yining Chen
Oliver E. Clark
Sarah C. Woolley","10.1098/RSPB.2017.0054","","The performance of courtship signals provides information about the behavioural state and quality of the signaller, and females can use such information for social decision-making (eg mate choice) However, relatively little is known about the degree to which the perception of and preference for differences in motor performance are shaped by developmental experiences Furthermore, the neural substrates that development could act upon to influence the processing of performance features remains largely unknown In songbirds, females use song to identify males and select mates Moreover, female songbirds are often sensitive to variation in male song performance Consequently, we investigated how developmental exposure to adult male song affected behavioural and neural responses to song in a small, gregarious songbird, the zebra finch Zebra finch males modulate their song performance when courting females, and previous work has shown that females prefer the high-performance, female-directed courtship song However, unlike females allowed to hear and interact with an adult male during development, females reared without developmental song exposure did not demonstrate behavioural preferences for high-performance courtship songs Additionally, auditory responses to courtship and non-courtship song were altered in adult females raised without developmental song exposure These data highlight the critical role of developmental auditory experience in shaping the perception and processing of song performance","This work investigated how developmental exposure to adult male song affected behavioural and neural responses to song in a small, gregarious songbird, the zebra finch, and highlighted the critical role of developmental auditory experience in shaping the perception and processing of song performance."
"Relative salience of syllable structure and syllable order in zebra finch song.","https://scispace.com/paper/relative-salience-of-syllable-structure-and-syllable-order-34fkc8nwba","2018","Journal Article","Animal Cognition","Shelby L. Lawson
Adam R. Fishbein
Nora H. Prior
Gregory F. Ball
Robert J. Dooling","10.1007/S10071-018-1182-2","","There is a rich history of behavioral and neurobiological research focused on the ‘syntax’ of birdsong as a model for human language and complex auditory perception. Zebra finches are one of the most widely studied songbird species in this area of investigation. As they produce song syllables in a fixed sequence, it is reasonable to assume that adult zebra finches are also sensitive to the order of syllables within their song; however, results from electrophysiological and behavioral studies provide somewhat mixed evidence on exactly how sensitive zebra finches are to syllable order as compared, say, to syllable structure. Here, we investigate how well adult zebra finches can discriminate changes in syllable order relative to changes in syllable structure in their natural song motifs. In addition, we identify a possible role for experience in enhancing sensitivity to syllable order. We found that both male and female adult zebra finches are surprisingly poor at discriminating changes to the order of syllables within their species-specific song motifs, but are extraordinarily good at discriminating changes to syllable structure (i.e., reversals) in specific syllables. Direct experience or familiarity with a song, either using the bird’s own song (BOS) or the song of a flock mate as the test stimulus, improved both male and female zebra finches’ sensitivity to syllable order. However, even with experience, birds remained much more sensitive to structural changes in syllables. These results help to clarify some of the ambiguities from the literature on the discriminability of changes in syllable order in zebra finches, provide potential insight on the ethological significance of zebra finch song features, and suggest new avenues of investigation in using zebra finches as animal models for sequential sound processing.","It is found that both male and female adult zebra finches are surprisingly poor at discriminating changes to the order of syllables within their species-specific song motifs, but are extraordinarily good at discriminate changes to syllable structure in specific syllables."
