"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Physiological Correlates of Perceptual Learning in Monkey V1 and V2","https://scispace.com/paper/physiological-correlates-of-perceptual-learning-in-monkey-v1-18hl1p6zyd","2002","Journal Article","Journal of Neurophysiology","Geoffrey M. Ghose
Tianming Yang
John H. R. Maunsell","10.1152/JN.00690.2001","https://scispace.com/pdf/physiological-correlates-of-perceptual-learning-in-monkey-v1-18hl1p6zyd.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies monkey V1/V2 physiology during perceptual learning; no Mooney images, contrast thresholds, hysteresis, pop‑out, bistable perception, or individual‑subject psychophysics reported.","Performance in visual discrimination tasks improves with practice. Although the psychophysical parameters of these improvements have suggested the involvement of early areas in visual cortex, there...",""
"A perceptual space of local image statistics","https://scispace.com/paper/a-perceptual-space-of-local-image-statistics-3bfbef41cw","2015","Journal Article","Vision Research","Jonathan D. Victor
Daniel J. Thengone
Syed M. Rizvi
Mary M. Conte","10.1016/J.VISRES.2015.05.018","http://www-users.med.cornell.edu/~jdvicto/pdfs/vitgrz15.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies detection thresholds for low‑level image statistics, not Mooney images or learning‑related hysteresis; no pop‑out, bistability, or individual learning curves reported.","",""
"Changement catégoriel et transition de phase : les catégories perceptives comme des attracteurs","https://scispace.com/paper/changement-categoriel-et-transition-de-phase-les-categories-4t84eiwxdb","2013","Dissertation","","Emmanuel Viglieno","","https://tel.archives-ouvertes.fr/tel-00958335/document","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on categorical perception changes using catastrophe theory; no Mooney images, thresholds, or individual‑subject psychophysics reported.","Cette these aborde la question du Changement Categoriel dans la Perception et propose une approche Dynamique qui s’appuie sur la Theorie des Catastrophes et le modele de la FRONCE. Dans nos travaux, nous assimilons les categories perceptives a des attracteurs d’un systeme dynamique non lineaire. Si notre postulat est juste, alors, un ensemble de phenomenes non lineaires theoriquement associes doivent pouvoir etre observe conjointement dans un changement categoriel qui pourrait alors etre considere comme une transition de phase. Nous avons porte notre attention sur le phenomene d’Hysterese, deja abondamment explore en perception, ainsi que sur les phenomenes de divergence et de ralentissement critique. Au travers d’une serie de sept experimentations, nous confrontons l’ensemble de ces hypotheses. Nous avons confirme la presence de ces trois phenomenes lors d’un changement categoriel. Les resultats montrent que l’hysterese, la divergence et le ralentissement critique sont des phenomenes observes conjointement lors d’un changement de categorie, mais qu’ils sont aussi quantitativement relies, comme permettait de le predire le modele de la fronce issue de la theorie des catastrophes. D’une maniere generale, nous avons conclu que les categories perceptives etaient fortement similaires a des d’attracteurs et que l’etude et la modelisation des changements dans la perception devraient presenter un aspect necessairement dynamique.",""
"History-dependent changes of Gamma distribution in multistable perception","https://scispace.com/paper/history-dependent-changes-of-gamma-distribution-in-4yfgegcvw8","2020","Posted Content","bioRxiv","Alexander Pastukhov
Malin Styrnal
Claus-Christian Carbon","10.17605/OSF.IO/JS3WV","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses hierarchical Bayesian analysis of Gamma‑distributed dominance durations in multistable perception; provides history‑dependent shape changes but lacks Mooney images, contrast thresholds, pop‑out, individual‑subject curves, or neural data.","Multistable perception – spontaneous switches of perception when viewing a stimulus compatible with several distinct interpretations – is often characterized by the distribution of durations of individual dominance phases. For continuous viewing conditions, these distributions look remarkably similar for various multistable displays and are typically described using Gamma distribution. Moreover, durations of individual dominance phases show a subtle but consistent dependence on prior perceptual experience with longer dominance phases tending to increase the duration of the following ones, whereas the shorter dominance leads to similarly shorter durations. One way to generate similar switching behavior in a model is by using a combination of cross-inhibition, self-adaptation, and neural noise with multiple useful models being built on this principle. Here, we take a closer look at the history-dependent changes in the distribution of durations of dominance phases. Specifically, we used Gamma distribution and allowed both its parameters – shape and scale – to be linearly dependent on the prior perceptual experience at two timescales. We fit a hierarchical Bayesian model to five datasets that included binocular rivalry, Necker cube, and kinetic-depth effects displays, as well as data on binocular rivalry in children and on binocular rivalry with modulated contrast. For all datasets, we found a consistent change of the distribution shape with higher levels of perceptual history, which can be viewed as a proxy for perceptual adaptation, leading to a more normal-like shape of the Gamma distribution. When comparing real observers to matched simulated dominance phases generated by a spiking neural model of bistability, we found that although it matched the positive history-dependent shift in the shape parameter, it also predicted a negative change of scale parameter that did not match empirical data. We argue that our novel analysis method, the implementation is available freely at the online repository, provides additional constraints for computational models of multistability. Author Summary Multistable perception occurs when one continuously views a figure that can be seen in two distinct ways. A classic old-young woman painting, a face-vase figure, or a Necker cube are examples easy to find online. The endless spontaneous switches of your perception between the alternatives inform us about the interplay of various forces that shape it. One way to characterize these switches is by looking at their timing: How long was a particular image dominant, how did that reflect what you have seen previously, the focus of your attention, or the version of the figure that we showed you? This knowledge allows us to build models of perception and test them against the data we collected. As models grow more elaborate, we need to make tests more elaborate as well and for this, we require more precise and specific ways to characterize your perception. Here, we demonstrate how your recent perceptual experience – which of the alternative images did you see and for how long – predicts subtle but consistent changes in the shape of the distribution that describes perceptual switching. We believe it to be a more stringent test by demonstrating how a classical model of bistability fails on it.",""
"An alternating renewal process describes the buildup of perceptual segregation","https://scispace.com/paper/an-alternating-renewal-process-describes-the-buildup-of-1d70igx5hf","2015","Journal Article","Frontiers in Computational Neuroscience","Sara Ashley Steele
Daniel Tranchina
John Rinzel
John Rinzel","10.3389/FNCOM.2014.00166","https://scispace.com/pdf/an-alternating-renewal-process-describes-the-buildup-of-1d70igx5hf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper models perceptual segregation buildup using an alternating renewal process; it does not involve Mooney images, contrast thresholds, hysteresis, pop‑out effects, or individual‑subject psychophysical data.","For some ambiguous scenes perceptual conflict arises between integration and segregation. Initially, all stimulus features seem integrated. Then abruptly, perhaps after a few seconds, a segregated perceptual organization emerges. For example, segregation of acoustic features into streams may require several seconds. In behavioral experiments, when a subject’s reports of stream segregation are averaged over repeated trials, one obtains a buildup function, a smooth time course for segregation probability. The buildup function has been said to reflect an underlying mechanism of evidence accumulation or adaptation. During long duration stimuli perception may alternate between integration and segregation. We present a statistical model based on an alternating renewal process that generates buildup functions without an accumulative process. In our model, perception alternates during a trial between different groupings, as in perceptual bistability, with random and independent dominance durations sampled from different percept-specific probability distributions. Using this theory, we describe the short-term dynamics of buildup observed on short trials in terms of the long-term statistics of percept durations for the two alternating perceptual organizations. Our statistical-dynamics model describes well the buildup functions and alternations in simulations of pseudo-mechanistic neuronal network models with percept-selective populations competing through mutual inhibition. Even though the competition model can show history dependence through slow adaptation, our statistical switching model, that neglects history, predicts well the buildup function. We propose that accumulation is not a necessary feature to produce buildup. Generally, if alternations between two states exhibit independent durations with stationary statistics then the associated buildup function can be described by the statistical dynamics of an alternating renewal process.",""
"Brain state and cortical layer-specific mechanisms underlying perception at threshold","https://scispace.com/paper/brain-state-and-cortical-layer-specific-mechanisms-2m4vjno61mtu","2024","Journal Article","eLife","Mitchell P. Morton
Sachira Denagamage
Isabel J Blume
John H. Reynolds
Monika P. Jadi
Anirvan S. Nandy","10.7554/elife.91722.4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies V4 neural dynamics, arousal, and layer‑specific activity during visual detection in monkeys; no Mooney images, contrast hysteresis, pop‑out, bistability, or individual‑subject psychophysics reported.","Identical stimuli can be perceived or go unnoticed across successive presentations, producing divergent behavioral outcomes despite similarities in sensory input. We sought to understand how fluctuations in behavioral state and cortical layer and cell class-specific neural activity underlie this perceptual variability. We analyzed physiological measurements of state and laminar electrophysiological activity in visual area V4 while monkeys were rewarded for correctly reporting a stimulus change at perceptual threshold. Hit trials were characterized by a behavioral state with heightened arousal, greater eye position stability, and enhanced decoding performance of stimulus identity from neural activity. Target stimuli evoked stronger responses in V4 in hit trials, and excitatory neurons in the superficial layers, the primary feed-forward output of the cortical column, exhibited lower variability. Feed-forward interlaminar population correlations were stronger on hits. Hit trials were further characterized by greater synchrony between the output layers of the cortex during spontaneous activity, while the stimulus-evoked period showed elevated synchrony in the feed-forward pathway. Taken together, these results suggest that a state of elevated arousal and stable retinal images allow enhanced processing of sensory stimuli, which contributes to hits at perceptual threshold. ",""
"Filling-in: From perceptual completion to cortical reorganization.","https://scispace.com/paper/filling-in-from-perceptual-completion-to-cortical-2cjkutwew6","2003","Monograph","","Luiz Pessoa
Peter De Weerd","10.1093/ACPROF:OSO/9780195140132.001.0001","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on visual filling‑in and cortical reorganization; does not address Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or individual data.","1. Introduction - Filling-In: More than Meets the Eye PART I: FAST-ACTING FILLING-IN IN NORMAL VISION 2. Filling-In the Forms: Surface and Boundary Interactions in Visual Cortex 3. Contextual Shape Processing in Human Visual Cortex: Beginning to Fill-In the Blanks 4. Surface Completion: Psychophysical and Neurophysiological Studies of Brightness 5. Mechanisms of Surface Completion: Perceptual Filling-In of Texture 6. Searching for the Neural Mechanism of Colour Filling-In 7. Effects of Modal Versus Amodal Completion Upon Visual Attention: A Function for Filling-In? 8. Completion Phenomena in Vision: A Computational Approach PART II: FROM PERMANENT SCOTOMAS TO CORTICAL REORGANIZATION 9. Completion Through a Permanent Scotoma: First Interpolation Across the Blind Spot and the Processing of Occlusion 10. The Reactivation and Reorganization of Retinotopic Maps in the Visual Cortex of Adult Mammals After Retinal and Cortical Lesions 11. The Blind Leading the Mind: Pathological Completion in Hemianopia and Spatial Neglect PART III: LONG-TERM CORTICAL REMAPPING 12. Plasticity of the Human Auditory Cortex 13. Plasticity in Adult M1 Cortex During Motor Skill Learning 14. Cortical Reorganization and the Rehabilitation of Movement by CI Therapy After Neurologic Injury 15. Conclusion: Contributions of Inhibitory Mechanisms to Perceptual Completion and Cortical Reorganization",""
"Hysteresis as an implicit prior in tactile spatial decision making","https://scispace.com/paper/hysteresis-as-an-implicit-prior-in-tactile-spatial-decision-52pzlnjfsf","2014","Journal Article","PLOS ONE","Sabrina D. Thiel
Sabrina D. Thiel
Sebastian Bitzer
Till Nierhaus
Till Nierhaus
Christian Kalberlah
Sven Preusser
Jane Neumann
Jane Neumann
Vadim V. Nikulin
Vadim V. Nikulin
Elke van der Meer
Arno Villringer
Arno Villringer
Burkhard Pleger
Burkhard Pleger","10.1371/JOURNAL.PONE.0089802","https://scispace.com/pdf/hysteresis-as-an-implicit-prior-in-tactile-spatial-decision-52pzlnjfsf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies tactile decision hysteresis, not Mooney images; no contrast thresholds, pop‑out, bistable figures, or individual‑subject psychophysics reported.","Perceptual decisions not only depend on the incoming information from sensory systems but constitute a combination of current sensory evidence and internally accumulated information from past encounters. Although recent evidence emphasizes the fundamental role of prior knowledge for perceptual decision making, only few studies have quantified the relevance of such priors on perceptual decisions and examined their interplay with other decision-relevant factors, such as the stimulus properties. In the present study we asked whether hysteresis, describing the stability of a percept despite a change in stimulus property and known to occur at perceptual thresholds, also acts as a form of an implicit prior in tactile spatial decision making, supporting the stability of a decision across successively presented random stimuli (i.e., decision hysteresis). We applied a variant of the classical 2-point discrimination task and found that hysteresis influenced perceptual decision making: Participants were more likely to decide 'same' rather than 'different' on successively presented pin distances. In a direct comparison between the influence of applied pin distances (explicit stimulus property) and hysteresis, we found that on average, stimulus property explained significantly more variance of participants' decisions than hysteresis. However, when focusing on pin distances at threshold, we found a trend for hysteresis to explain more variance. Furthermore, the less variance was explained by the pin distance on a given decision, the more variance was explained by hysteresis, and vice versa. Our findings suggest that hysteresis acts as an implicit prior in tactile spatial decision making that becomes increasingly important when explicit stimulus properties provide decreasing evidence.",""
"Brain state and cortical layer-specific mechanisms underlying perception at threshold","https://scispace.com/paper/brain-state-and-cortical-layer-specific-mechanisms-49o9pm1xqq","2021","Posted Content","bioRxiv","Mitchell P. Morton
Sachira Denagamage
Isabel J. Blume
John V. Reynolds
Monika P. Jadi
Anirvan S. Nandy","10.1101/2021.11.16.468866","https://www.biorxiv.org/content/biorxiv/early/2021/11/18/2021.11.16.468866.full.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies V4 neural dynamics, arousal, and layer-specific activity during visual detection; no Mooney images, contrast hysteresis, pop‑out, bistability, or individual psychophysical data.","Identical stimuli can be perceived or go unnoticed across successive presentations, producing divergent behavioral readouts despite similarities in sensory input. We hypothesized that fluctuations in neurophysiological states in the sensory neocortex, which could alter cortical processing at the level of neural subpopulations, underlies this perceptual variability. We analyzed cortical layer-specific electrophysiological activity in visual area V4 during a cued attention task. We find that hit trials are characterized by a larger pupil diameter and lower incidence of microsaccades, indicative of a behavioral state with increased arousal and perceptual stability. Target stimuli presented at perceptual threshold evoke elevated multi-unit activity in V4 neurons in hit trials compared to miss trials, across all cortical layers. Putative excitatory and inhibitory neurons are strongly positively modulated in the input (IV) and deep (V & VI) layers of the cortex during hit trials. Excitatory neurons in the superficial cortical layers exhibit lower variability in hit trials. Deep layer neurons are less phase-locked to low frequency rhythms in hits. Hits are also characterized by greater interlaminar coherence between the superficial and deep layers in the pre-stimulus period, and a complementary pattern between the input layer and both the superficial and deep layers in the stimulus-evoked period. Taken together, these results indicate that a state of elevated levels of arousal and perceptual stability allow enhanced processing of sensory stimuli, which contributes to hits at perceptual threshold.",""
"Guiding Machine Perception with Psychophysics","https://scispace.com/paper/guiding-machine-perception-with-psychophysics-22f0ettk","2022","Posted Content","","","10.48550/arxiv.2207.02241","https://scispace.com/pdf/guiding-machine-perception-with-psychophysics-22f0ettk.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on using human psychophysical measurements to guide machine learning for handwritten characters; does not address Mooney images, contrast thresholds, hysteresis, pop‑out, bistable perception, or individual subject data.","{G}{ustav} Fechner's 1860 delineation of psychophysics, the measurement of sensation in relation to its stimulus, is widely considered to be the advent of modern psychological science. In psychophysics, a researcher parametrically varies some aspects of a stimulus, and measures the resulting changes in a human subject's experience of that stimulus; doing so gives insight to the determining relationship between a sensation and the physical input that evoked it. This approach is used heavily in perceptual domains, including signal detection, threshold measurement, and ideal observer analysis. Scientific fields like vision science have always leaned heavily on the methods and procedures of psychophysics, but there is now growing appreciation of them by machine learning researchers, sparked by widening overlap between biological and artificial perception \cite{rojas2011automatic, scheirer2014perceptual,escalera2014chalearn,zhang2018agil, grieggs2021measuring}. Machine perception that is guided by behavioral measurements, as opposed to guidance restricted to arbitrarily assigned human labels, has significant potential to fuel further progress in artificial intelligence. ",""
"Theory and Dynamics of Perceptual Bistability","https://scispace.com/paper/theory-and-dynamics-of-perceptual-bistability-1p01ul0476","2006","Proceedings Article","Neural Information Processing Systems","Paul Schrater
Rashmi Sundareswara","","https://scispace.com/pdf/theory-and-dynamics-of-perceptual-bistability-1p01ul0476.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses dynamics of bistable perception and hysteresis in ambiguous figures, but lacks Mooney images, contrast thresholds, pop‑out effects, and individual‑subject data.","Perceptual Bistability refers to the phenomenon of spontaneously switching between two or more interpretations of an image under continuous viewing. Although switching behavior is increasingly well characterized, the origins remain elusive. We propose that perceptual switching naturally arises from the brain's search for best interpretations while performing Bayesian inference. In particular, we propose that the brain explores a posterior distribution over image interpretations at a rapid time scale via a sampling-like process and updates its interpretation when a sampled interpretation is better than the discounted value of its current interpretation. We formalize the theory, explicitly derive switching rate distributions and discuss qualitative properties of the theory including the effect of changes in the posterior distribution on switching rates. Finally, predictions of the theory are shown to be consistent with measured changes in human switching dynamics to Necker cube stimuli induced by context.",""
"Forward and backward prediction in learning and perception","https://scispace.com/paper/forward-and-backward-prediction-in-learning-and-perception-2rtuv55wbwi4","2025","Journal Article","","Floris P. de Lange
Clare Press","10.31234/osf.io/yu3hp_v1","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses forward/backward predictive mechanisms generally, but lacks Mooney images, thresholds, hysteresis measurements, pop‑out effects, bistable tasks, or individual data.","Predictive processing frameworks have emphasized the role of ‘forward’ prediction as a critical ingredient for learning and perceptual inference. Specifically, we anticipate sensory events that are likely to be presented in the future on the basis of the current sensory events. By comparing these forward predictions against incoming input, we can obtain an accurate estimate of the environment (i.e. perceive) and improve the predictions themselves (i.e. learn). Interestingly however, research in the field of statistical learning has taught us that backward predictive relationships - reflecting the probability of past events given present events - govern learning too. This work questions the privileged status of forward-looking mechanisms and renders it essential to consider the implications for our models of learning and perception. Here we discuss commonalities and differences between implications for learning and perception. We conclude that while forward and backward predictive relationships both shape learning, we retrieve future, but not past, predicted states during perception. ",""
"Perceptual learning of contrast discrimination in macaca mulatta","https://scispace.com/paper/perceptual-learning-of-contrast-discrimination-in-macaca-s6eawz3wsw","2013","Journal Article","Journal of Vision","Xing Chen
Mehdi Sanayei
Alexander Thiele","10.1167/13.13.22","https://scispace.com/pdf/perceptual-learning-of-contrast-discrimination-in-macaca-s6eawz3wsw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies contrast discrimination in macaques, measuring thresholds but lacking Mooney images, hysteresis, pop‑out, or bistable analysis; only partial alignment with contrast‑threshold criterion.","Rhesus monkeys underwent training in a contrast discrimination task, in which grating stimuli were presented at parafoveal and peripheral visual field locations Subjects had to compare a sample stimulus that had a fixed contrast of 30% to a test stimulus that varied in contrast from trial to trial Extensive practice yielded improvements in contrast discrimination that were observed across the full range of test stimulus contrasts These improvements occurred across multiple sessions, as well as across trials within individual sessions The finer the contrast discriminations required, the longer it took for subjects to improve Improvements in psychophysical performance resulted in the steepening of psychometric functions and/or shifts in the point of subjective equality towards the contrast of the sample stimulus Enhancement in discrimination was especially pronounced around the contrast level of the sample stimulus, to which the subject was consistently exposed The changes resulted in increased accuracy overall, lower discrimination thresholds, and faster response times Partial transfer of learning, from vertically oriented training stimuli to horizontally oriented testing stimuli, was observed, while transfer to stimuli with different spatial frequencies was less pronounced The results demonstrate the existence of perceptual learning in the contrast domain, whereby learning affects multiple performance-related psychophysical metrics",""
"Brain state and cortical layer-specific mechanisms underlying perception at threshold","https://scispace.com/paper/brain-state-and-cortical-layer-specific-mechanisms-3qowa50twv","2023","Preprint","","Mitchell P. Morton
Sachira Denagamage
Isabel J. Blume
John H. Reynolds
Monika P. Jadi
Anirvan S. Nandy","10.7554/elife.91722","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Study examines V4 laminar activity and arousal during visual detection, not Mooney images, contrast thresholds, hysteresis, pop‑out, bistable perception, nor individual subject thresholds.","Identical stimuli can be perceived or go unnoticed across successive presentations, producing divergent behavioral outcomes despite similarities in sensory input. We sought to understand how fluctuations in behavioral state and in cortical layer and cell-class specific neural activity underlie this perceptual variability. We analyzed physiological measurements of state and laminar electrophysiological activity in visual area V4 while monkeys were rewarded for correctly reporting a stimulus change at perceptual threshold. We find that hit trials are characterized by a behavioral state with increased arousal and improved eye position stability. During hit trials, target stimuli evoke stronger responses in V4, and excitatory neurons in the superficial layers, the primary feed-forward output of the cortical column, exhibit lower variability. Hit trials are characterized by greater synchrony between the output layers of the cortex during spontaneous activity, while the stimulus evoked period shows elevated synchrony in the feed-forward pathway. Taken together, these results suggest that a state of elevated arousal and stable retinal images allow enhanced processing of sensory stimuli, which contributes to hits at perceptual threshold. ",""
"Knowledge-driven perceptual organization reshapes information sampling via eye movements","https://scispace.com/paper/knowledge-driven-perceptual-organization-reshapes-4b61ji26rr","2021","Posted Content","bioRxiv","Marek A. Pedziwiatr
Marek A. Pedziwiatr
Elisabeth A. H. von dem Hagen
Christoph Teufel","10.1101/2021.09.24.461220","https://scispace.com/pdf/knowledge-driven-perceptual-organization-reshapes-4b61ji26rr.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses two‑tone images to test knowledge‑driven perceptual organization; shows limited learning effects but lacks contrast thresholds, hysteresis, pop‑out, bistability, and individual‑subject data.","Humans constantly move their eyes to explore the environment and obtain information. Competing theories of gaze guidance consider the factors driving eye movements within a dichotomy between low-level visual features and high-level object representations. However, recent developments in object perception indicate a complex and intricate relationship between features and objects. Specifically, image-independent object-knowledge can generate objecthood by dynamically reconfiguring how feature space is carved up by the visual system. Here, we adopt this emerging perspective of object perception, moving away from the simplifying dichotomy between features and objects in explanations of gaze guidance. We recorded eye movements in response to stimuli that appear as meaningless patches on initial viewing but are experienced as coherent objects once relevant object-knowledge has been acquired. We demonstrate that gaze guidance differs substantially depending on whether observers experienced the same stimuli as meaningless patches or organized them into object representations. In particular, fixations on identical images became object-centred, less dispersed, and more consistent across observers once exposed to relevant prior object-knowledge. Observers’ gaze behaviour also indicated a shift from exploratory information-sampling to a strategy of extracting information mainly from selected, object-related image areas. These effects were evident from the first fixations on the image. Importantly, however, eye-movements were not fully determined by object representations but were best explained by a simple model that integrates image-computable features and high-level, knowledge-dependent object representations. Overall, the results show how information sampling via eye-movements in humans is guided by a dynamic interaction between image-computable features and knowledge-driven perceptual organization.",""
"Asymmetrical contrast effects induced by luminance and color configurations","https://scispace.com/paper/asymmetrical-contrast-effects-induced-by-luminance-and-color-57jxp2601b","2001","Journal Article","Attention Perception & Psychophysics","Birgitta Dresp
Stéphane Fischer","10.3758/BF03194539","https://link.springer.com/content/pdf/10.3758/BF03194539.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper studies luminance‑color contrast and figure‑ground filling‑in with Kanizsa squares, not Mooney images, learning, thresholds, hysteresis, pop‑out, bistability, or individual‑subject analyses.","In the two experiments, the use of a psychophysical procedure of brightness/darkness cancellation shed light on interactions between spatial arrangement and figure-ground contrast in the perceptual filling in of achromatic and colored surfaces. Achromatic and chromatic Kanizsa squares with varying contrast, contrast polarity, and inducer spacing were used to test how these factors interact in the perceptual filling in of surface brightness or darkness. The results suggest that the neuronal processing of surfaces with apparent contrast, leading to figure-ground segregation (i.e., perceptual organization), is governed by mechanisms that integrate both luminance contrast and spatial information carried by the inducing stimuli, while discarding information on contrast polarity or color. The findings are discussed in relation to earlier observations on brightness assimilation and contrast. They support theories of nonantagonistic neural mechanisms suppressing local contrast or color signs in brightness-based figure-ground percepts. Such mechanisms might be necessary to cancel potentially conflicting polarities in geometrically complex visual stimuli so that perceptual filling in resulting in the most plausible representation of figure and ground can be achieved.",""
"Pop-Out Theory: Segmentation Without Classification by the Primary Visual Cortex","https://scispace.com/paper/pop-out-theory-segmentation-without-classification-by-the-4g0xurb9zq","2002","Book Chapter","","Zhaoping Li","10.1007/978-1-4615-0111-4_7","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on V1‑based segmentation and pop‑out without addressing Mooney images, contrast thresholds, hysteresis, bistability, or individual psychophysical data.","Pop-out characterizes the effortless and instantaneous process of separating, e.g., a red dot from a background of green ones, or a vertical bar among horizontal ones, in contrast to the difficult process of searching for instance for a camouflaged animal in a forest. These two processes have been termed respectively pre-attentive and attentive visual segmentation of targets against backgrounds. This paper analyzes computational strategies for segmentation, and argues that an initial stage of human visual segmentation, corresponding to pop-out, is a process we call segmentation without classification, i.e., separating an image into regions without classifying and comparing features within and between regions. This process has been proposed to be implemented in the primary visual cortex, or V1, which detects global region boundaries by detecting the breakdown of homogeneity or translation invariance in inputs. Local intra-cortical interactions mediate contextual influences on cells’ responses from outside their classical receptive fields, making neural activities near region boundaries higher than elsewhere, thus making boundaries more salient and pop-out. A biologically based model of V1 is used to implement the proposal. Examples of how the model performs texture segmentation and figure-ground segregation are demonstrated, thus linking seemingly unrelated data of V1 physiology/anatomy and visual psychophysics. Implications of segmentation without classification are discussed and predictions of our V1 model are presented.",""
"Perceptual learning of pop-out and the primary visual cortex","https://scispace.com/paper/perceptual-learning-of-pop-out-and-the-primary-visual-cortex-2sjybbdzc7","2009","Journal Article","Learning & Perception","Li Zhaoping","10.1556/LP.1.2009.1.10","https://scispace.com/pdf/perceptual-learning-of-pop-out-and-the-primary-visual-cortex-2sjybbdzc7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Examines V1 pop‑out learning, not Mooney images; no contrast hysteresis or bistability; lacks individual‑subject data, only pop‑out effect loosely matches.","I propose that perceptual learning of tasks to detect targets among uniform background items involves changing intra-cortical interactions in the primary visual cortex (V1). This is the case for tasks that rely mainly on bottom-up saliency to guide attention to the task relevant locations quickly, and rely less on top-down knowledge of the stimuli or on other strategies. In particular, suppression between V1 neurons responding to background, rather than target, visual items is predicted to increase over the course of such learning. Various other predictions are derived from this proposal, based on the theory that V1 creates a bottom-up saliency map to guide attention. Different tasks depend to different degrees on attention driven by bottom-up saliency; this leads to differences among findings from various studies of perceptual learning of pop out or detection tasks.",""
"Cultural differences in perceptual reorganization in US and Pirahã adults.","https://scispace.com/paper/cultural-differences-in-perceptual-reorganization-in-us-and-3plz4t9cqu","2014","Journal Article","PLOS ONE","Jennifer M. D. Yoon
Nathan Witthoft
Jonathan Winawer
Michael C. Frank
Daniel L. Everett
Edward Gibson","10.1371/JOURNAL.PONE.0110225","https://scispace.com/pdf/cultural-differences-in-perceptual-reorganization-in-us-and-3plz4t9cqu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Examines cultural differences in two‑tone image reorganization, but lacks training, contrast thresholds, hysteresis, or pop‑out; provides limited individual subject data.","Visual illusions and other perceptual phenomena can be used as tools to uncover the otherwise hidden constructive processes that give rise to perception. Although many perceptual processes are assumed to be universal, variable susceptibility to certain illusions and perceptual effects across populations suggests a role for factors that vary culturally. One striking phenomenon is seen with two-tone images-photos reduced to two tones: black and white. Deficient recognition is observed in young children under conditions that trigger automatic recognition in adults. Here we show a similar lack of cue-triggered perceptual reorganization in the Piraha, a hunter-gatherer tribe with limited exposure to modern visual media, suggesting such recognition is experience- and culture-specific.",""
"A neural basis for inference in perceptual ambiguity","https://scispace.com/paper/a-neural-basis-for-inference-in-perceptual-ambiguity-43dsqak6v5","2007","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Philipp Sterzer
Andreas Kleinschmidt","10.1073/PNAS.0609006104","https://www.pnas.org/content/pnas/104/1/323.full.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies ambiguous motion rivalry with fMRI; no Mooney images, thresholds, hysteresis, pop‑out, or subject‑level psychophysics reported.","When looking at ambiguous visual stimuli, the observer experiences frequent spontaneous transitions between two competing percepts while physical stimulation remains unchanged. Despite recent advances in understanding the neural processes underlying such perceptual rivalry, a key question has remained unresolved: Does perceptual rivalry result merely from local bistability of neural activity patterns in sensory stimulus representations, or do higher-order areas play a causal role by shifting inference and, thus, initiating perceptual changes? We used functional MRI to measure brain activity while human observers reported successive spontaneous changes in perceived direction for an ambiguous apparent motion stimulus. In a control condition, the individual sequences of spontaneous perceptual switches during bistability were replayed by using a disambiguated version of the stimulus. Greater activations during spontaneous compared with stimulus-driven switches were observed in inferior frontal cortex bilaterally. Subsequent chronometric analyses of event-related signal time courses showed that, relative to activations in motion-sensitive extrastriate visual cortex, right inferior frontal cortex activation occurred earlier during spontaneous than during stimulus-driven perceptual changes. The temporal precedence of right inferior frontal activations suggests that this region participates in initiating spontaneous switches in perception during constant physical stimulation. Our findings can thus be seen as a signature of when and where the brain “makes up its mind” about competing perceptual interpretations of a given sensory input pattern.",""
