"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Decreased Key Pecking in Response to Reward Uncertainty Followed by Surprising Delay Extension in Pigeons","https://scispace.com/paper/decreased-key-pecking-in-response-to-reward-uncertainty-d9gqig8u8a","2021","Journal Article","International Journal of Comparative Psychology","Neslihan Wittek
Kevin Wittek
Onur Güntürkün
Patrick Anselme","10.46867/IJCP.2021.34.00.02","https://scispace.com/pdf/decreased-key-pecking-in-response-to-reward-uncertainty-d9gqig8u8a.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on pigeon key‑pecking under reward uncertainty and delay extension; lacks latent learning, insight paradigms, reading, math, cross‑domain links, modeling, neural data, or novel trial‑by‑trial analytics.","Author(s): Wittek, Neslihan; Wittek, Kevin; Gunturkun, Onur; Anselme, Patrick | Abstract: The Pavlovian autoshaping paradigm has often been used to assess the behavioral effects of reward omission on behavior. We trained pigeons to receive a food reward (unconditioned stimulus or UCS) following illumination of a response key (conditioned stimulus or CS). In Experiment 1, one group of pigeons was trained with two 100% predictive CS-UCS associations (reward certainty) and another group with two 25% predictive CS-UCS associations (reward uncertainty) for 12 sessions. In both groups, the two CS durations were 8 s. Then, in each group, the duration of one CS remained unchanged and that of the other CS was suddenly extended from 8 to 24 s for 6 sessions. In Experiment 2, some experienced individuals (from Experiment 1) and naive individuals formed two groups trained with a 24-s CS throughout for 18 sessions. Our results show that pigeons (a) pecked less at the uncertain than the certain CS, (b) decreased and then increased CS-pecking after extending CS duration, especially in the certainty condition, (c) were unresponsive to the 24-s CS in the absence of previous experience, and (d) decreased their response rate close to the end of a trial irrespective of the reinforcement condition, CS duration, and amount of training. These results are discussed in relation to several theoretical frameworks.",""
"Feed-Forward Neural Networks Need Inductive Bias to Learn Equality Relations","https://scispace.com/paper/http://arxiv.org/abs/1812.01662v1","2018","Preprint","","Tillman Weyde
Radha Manisha Kopparti","","https://arxiv.org/pdf/1812.01662v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on neural network inductive bias for equality detection, lacking any animal, human, or reading studies, insight phenomena, trial‑by‑trial performance curves, or neuro/behavioral data.","Basic binary relations such as equality and inequality are fundamental to relational data structures. Neural networks should learn such relations and generalise to new unseen data. We show in this study, however, that this generalisation fails with standard feed-forward networks on binary vectors. Even when trained with maximal training data, standard networks do not reliably detect equality.We introduce differential rectifier (DR) units that we add to the network in different configurations. The DR units create an inductive bias in the networks, so that they do learn to generalise, even from small numbers of examples and we have not found any negative effect of their inclusion in the network. Given the fundamental nature of these relations, we hypothesize that feed-forward neural network learning benefits from inductive bias in other relations as well. Consequently, the further development of suitable inductive biases will be beneficial to many tasks in relational learning with neural networks.",""
"Piecewise power laws in individual learning curves","https://scispace.com/paper/piecewise-power-laws-in-individual-learning-curves-432ugb7nla","2015","Journal Article","Psychonomic Bulletin & Review","Yoni Donner
Joseph L. Hardy","10.3758/S13423-015-0811-X","https://scispace.com/pdf/piecewise-power-laws-in-individual-learning-curves-432ugb7nla.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses piecewise power‑law models to capture abrupt transitions in individual learning curves, offering a quantitative framework for sudden improvements but without domain‑specific insight or animal data.","The notion that human learning follows a smooth power law (PL) of diminishing gains is well-established in psychology This characteristic is observed when multiple curves are averaged, potentially masking more complex dynamics underpinning the curves of individual learners Here, we analyzed 25,280 individual learning curves, each comprising 500 measurements of cognitive performance taken from four cognitive tasks A piecewise PL (PPL) model explained the individual learning curves significantly better than a single PL, controlling for model complexity The PPL model allows for multiple PLs connected at different points in the learning process We also explored the transition dynamics between PL curve component pieces Performance in later pieces typically surpassed that in earlier pieces, after a brief drop in performance at the transition point The transition rate was negatively associated with age, even after controlling for overall performance Our results suggest at least two processes at work in individual learning curves: locally, a gradual, smooth improvement, with diminishing gains within a specific strategy, which is modeled well as a PL; and globally, a discrete sequence of strategy shifts, in which each strategy is better in the long term than the ones preceding it The piecewise extension of the classic PL of practice has implications for both individual skill acquisition and theories of learning",""
"The phenomenology of truth: the psychological functions of the insight experience","https://scispace.com/paper/the-phenomenology-of-truth-the-psychological-functions-of-505omvhhix","2019","Dissertation","","Ruben Laukkonen","10.14264/UQL.2019.254","https://scispace.com/pdf/the-phenomenology-of-truth-the-psychological-functions-of-505omvhhix.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses warmth ratings and self‑reports to track insight experiences in problem solving; aligns partially with Aha‑moment studies but lacks trial‑by‑trial curves, math focus, or cross‑domain links.","Nearly all waking moments are accompanied by an endless stream of thoughts and ideas passing rapidly through the mind (James, 1890). Many of these mental events can feel unproductive, arbitrary, or even distracting. But once in a while, an idea appears in the stream that is immediately imbued with a sense of profound importance and value. The central thesis of my work is that this phenomenology— epiphanies, insight experiences, and Eureka moments—serve an important function in human decision-making. I propose that the feelings associated with our ideas are like lights whose brightness guide the incognisant mind in choosing to trust only the best ideas; they help us to intuitively discriminate the diamonds from the rocks, so to speak. This functional view puts insight experiences into a broader context in human cognition than before. By evaluating insight experiences from a higher level of analysis, we are able to make and test novel predictions regarding the ways that spontaneous feelings of insight guide decisions in contexts of uncertainty.The thesis is divided into two parts. In Part 1—How to elicit and detect insight moments—Chapter 1 begins by testing a model of the neuro-cognitive processes commonly believed to elicit insight experiences, known as restructuring or representational change. I then evaluate the efficacy of existing methods for detecting insight experiences in controlled experiments. In the final Chapter of Part 1, I develop and test a novel visceral and embodied measure that captures metacognitions during problem solving as well as the sudden insight experience in real-time. In Part 2—Why we have insight experiences—I begin with a theoretical discussion of insight as a heuristic in contexts of uncertainty, where I propose that people rely on insight phenomenology in order to appraise new ideas. In a subsequent empirical Chapter, I describe three experiments that broadly test and affirm the predictions made by the Eureka Heuristic model of insight. The results of these experiments show that impulsive feelings of insight—and their intensity—predict the accuracy of responses in contexts of uncertainty, in both problem solving and sensory identification tasks. In the third experiment, I show that when participants are presented with a general knowledge ‘fact’—and an insight experience is artificially elicited at the same time— then the participants are more likely to believe that the claim is true.Taken together, this thesis makes both a methodological and theoretical contribution. The first half of the thesis focuses on improving existing methods for measuring and detecting insight experiences, and culminates in a new visceral measure of insight. The second half makes a theoretical contribution, proposing a functional role for insight experiences in human decision-making. The implications of the Eureka Heuristic and the empirical results derived from the theory may speak to a range of psychological phenomena, particularly the development of false beliefs. Our empirical findings show that the phenomenology that accompanies ideas is usually a helpful signal—insight experiences tend to accompany correct ideas. However, there are situations where the function of this normally adaptive process may be jeopardised —for example by false information, psychoactive substances, or mental illness—and therefore feelings of insight may not always provide a valid signal. In one such demonstration, we find that feelings of insight can be induced to bias judgments and make a false fact appear true.",""
"Operator-valued Kernels for Learning from Functional Response Data","https://scispace.com/paper/http://arxiv.org/abs/1510.08231v3","2015","Preprint","","Hachem Kadri
Emmanuel Duflos
Philippe Preux
Stéphane Canu
Alain Rakotomamonjy
Julien Audiffren","","https://arxiv.org/pdf/1510.08231v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on operator‑valued kernels for functional data and speech/audio experiments, lacking any animal, reading, math insight, or trial‑by‑trial learning analyses.","In this paper we consider the problems of supervised classification and regression in the case where attributes and labels are functions: a data is represented by a set of functions, and the label is also a function. We focus on the use of reproducing kernel Hilbert space theory to learn from such functional data. Basic concepts and properties of kernel-based learning are extended to include the estimation of function-valued functions. In this setting, the representer theorem is restated, a set of rigorously defined infinite-dimensional operator-valued kernels that can be valuably applied when the data are functions is described, and a learning algorithm for nonlinear functional data analysis is introduced. The methodology is illustrated through speech and audio signal processing experiments.",""
"The role of reading time complexity and reading speed in text comprehension.","https://scispace.com/paper/the-role-of-reading-time-complexity-and-reading-speed-in-amxbis2p3u","2014","Journal Article","Journal of Experimental Psychology: Learning, Memory and Cognition","Sebastian Wallot
Beth A. O'Brien
Anna Haussmann
Heidi Kloos
Marlene Skovgaard Lyby","10.1037/XLM0000030","https://www.researchgate.net/profile/Beth-Obrien/publication/263742569_The_Role_of_Reading_Time_Complexity_and_Reading_Speed_in_Text_Comprehension/links/56a1af9208ae984c4498f269/The-Role-of-Reading-Time-Complexity-and-Reading-Speed-in-Text-Comprehension.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses recurrence metrics on trial‑by‑trial reading times to predict comprehension; tracks children’s reading across sessions, but lacks abrupt insight jumps, animal work, or neural modeling.","Reading speed is commonly used as an index of reading fluency. However, reading speed is not a consistent predictor of text comprehension, when speed and comprehension are measured on the same text within the same reader. This might be due to the somewhat ambiguous nature of reading speed, which is sometimes regarded as a feature of the reading process, and sometimes as a product of that process. We argue that both reading speed and comprehension should be seen as the result of the reading process, and that the process of fluent text reading can instead be described by complexity metrics that quantify aspects of the stability of the reading process. In this article, we introduce complexity metrics in the context of reading and apply them to data from a self-paced reading study. In this study, children and adults read a text silently or aloud and answered comprehension questions after reading. Our results show that recurrence metrics that quantify the degree of temporal structure in reading times yield better prediction of text comprehension compared to reading speed. However, the results for fractal metrics are less clear. Furthermore, prediction of text comprehension is generally strongest and most consistent across silent and oral reading when comprehension scores are normalized by reading speed. Analyses of word length and word frequency indicate that the observed complexity in reading times is not a simple function of the lexical properties of the text, suggesting that text reading might work differently compared to reading of isolated word or sentences.",""
"Investigating individual trajectories in experiencing boredom in the language classroom: The case of 11 Polish students of English","https://scispace.com/paper/investigating-individual-trajectories-in-experiencing-1vc2ylfz5a","2020","Journal Article","Language Teaching Research","Mirosław Pawlak
Mariusz Kruk
Joanna Zawodniak","10.1177/1362168820914004","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on boredom trajectories of Polish EFL learners; lacks latent learning, insight, reading fluency, math problem‑solving, trial‑by‑trial performance curves, or neuro‑computational modeling.","Although boredom can be regarded as a ubiquitous emotion in most educational settings, including foreign and second language classrooms, and this condition can have a detrimental effect on the proc...",""
"A mechanistic approach to individual differences in spatial learning, memory, and navigation","https://scispace.com/paper/a-mechanistic-approach-to-individual-differences-in-spatial-30cxswp54x","2013","Book Chapter","Psychology of Learning and Motivation","Amy L. Shelton
Steven A. Marchette
Andrew J. Furman","10.1016/B978-0-12-407187-2.00006-X","https://co-mind.org/rdmaterials/pdfs/chapters/plm_59.pdf#page=234","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses cross‑species discussion of spatial cognition to hint at shared mechanisms, but lacks rat latent learning, pigeon insight, reading, math, trial‑by‑trial curves, or neural data.","Navigation is a complex task that depends on the processes of perception, learning, memory, and reasoning to be successful. Given this complexity, it is not surprising that humans (and other species) vary dramatically in their approach and success at navigation. This wide range of abilities has been of great interest to the field of human spatial cognition. In addition, spatial navigation is a cross-species phenomenon that can speak to a variety of learning and memory processes. Therefore, understanding individual differences in this domain can offer a wide range of insights that affect many behaviors in the real world. A cognitive framework that gives precedent to the flexible use of spatial information and explicit or declarative learning processes has driven much of the work on individual differences in navigation in humans. However, animal models of basic learning mechanisms may also offer substantial insight into individual differences in both how well people navigate their surroundings and in the strategies or styles that they bring to bear on the navigational problems. This mechanistic approach may offer a stronger foundation for not only how individual differences might emerge but also how they interact with differences in the environments and goals that drive our need to learn, remember, and navigate in the world.",""
"Complex cognition and behavioural innovation in New Caledonian crows","https://scispace.com/paper/complex-cognition-and-behavioural-innovation-in-new-38l6k1qumm","2010","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Alex H. Taylor
Douglas Elliffe
Gavin R. Hunt
Russell D. Gray","10.1098/RSPB.2010.0285","https://scispace.com/pdf/complex-cognition-and-behavioural-innovation-in-new-38l6k1qumm.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on crow tool‑use sequences; lacks rats, pigeons, reading, math, trial‑by‑trial error curves, neural data, or cross‑domain modeling.","Apes, corvids and parrots all show high rates of behavioural innovation in the wild. However, it is unclear whether this innovative behaviour is underpinned by cognition more complex than simple learning mechanisms. To investigate this question we presented New Caledonian crows with a novel three-stage metatool problem. The task involved three distinct stages: (i) obtaining a short stick by pulling up a string, (ii) using the short stick as a metatool to extract a long stick from a toolbox, and finally (iii) using the long stick to extract food from a hole. Crows with previous experience of the behaviours in stages 1–3 linked them into a novel sequence to solve the problem on the first trial. Crows with experience of only using string and tools to access food also successfully solved the problem. This innovative use of established behaviours in novel contexts was not based on resurgence, chaining and conditional reinforcement. Instead, the performance was consistent with the transfer of an abstract, causal rule: ‘out-of-reach objects can be accessed using a tool’. This suggests that high innovation rates in the wild may reflect complex cognitive abilities that supplement basic learning mechanisms.",""
"Emotion in Reinforcement Learning Agents and Robots: A Survey","https://scispace.com/paper/http://arxiv.org/abs/1705.05172v1","2017","Preprint","","Thomas M. Moerland
Joost Broekens
Catholijn M. Jonker","10.1007/s10994-017-5666-0","https://arxiv.org/pdf/1705.05172v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The survey focuses on emotion models for reinforcement‑learning agents and robots, lacking any empirical work on latent learning, insight, reading, math problem‑solving, trial‑by‑trial performance curves, neurophysiology, or cross‑species comparisons.","This article provides the first survey of computational models of emotion in reinforcement learning (RL) agents. The survey focuses on agent/robot emotions, and mostly ignores human user emotions. Emotions are recognized as functional in decision-making by influencing motivation and action selection. Therefore, computational emotion models are usually grounded in the agent's decision making architecture, of which RL is an important subclass. Studying emotions in RL-based agents is useful for three research fields. For machine learning (ML) researchers, emotion models may improve learning efficiency. For the interactive ML and human-robot interaction (HRI) community, emotions can communicate state and enhance user investment. Lastly, it allows affective modelling (AM) researchers to investigate their emotion theories in a successful AI agent class. This survey provides background on emotion theory and RL. It systematically addresses 1) from what underlying dimensions (e.g., homeostasis, appraisal) emotions can be derived and how these can be modelled in RL-agents, 2) what types of emotions have been derived from these dimensions, and 3) how these emotions may either influence the learning efficiency of the agent or be useful as social signals. We also systematically compare evaluation criteria, and draw connections to important RL sub-domains like (intrinsic) motivation and model-based RL. In short, this survey provides both a practical overview for engineers wanting to implement emotions in their RL agents, and identifies challenges and directions for future emotion-RL research.",""
"Developmental, Component-Based Model of Reading Fluency: An Investigation of Predictors of Word-Reading Fluency, Text-Reading Fluency, and Reading Comprehension.","https://scispace.com/paper/developmental-component-based-model-of-reading-fluency-an-22f6vie8qa","2015","","","Young-Suk Grace Kim","","https://scispace.com/pdf/developmental-component-based-model-of-reading-fluency-an-22f6vie8qa.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Korean children's reading fluency development; lacks sudden performance jumps, trial‑by‑trial data, animal models, or insight‑related analyses.","The primary goal was to expand our understanding of text reading fluency (efficiency or automaticity)-how its relation to other constructs (e.g., word reading fluency and reading comprehension) changes over time and how it is different from word reading fluency and reading comprehension. We examined (1) developmentally changing relations among word reading fluency, listening comprehension, text reading fluency, and reading comprehension; (2) the relation of reading comprehension to text reading fluency; (3) unique emergent literacy predictors (i.e., phonological awareness, orthographic awareness, morphological awareness, letter name knowledge, vocabulary) of text reading fluency vs. word reading fluency; and (4) unique language and cognitive predictors (e.g., vocabulary, grammatical knowledge, theory of mind) of text reading fluency vs. reading comprehension. These questions were addressed using longitudinal data (two timepoints; Mean age = 5;24 & 6;08) from Korean-speaking children (N = 143). Results showed that listening comprehension was related to text reading fluency at time 2, but not at time 1. At both times text reading fluency was related to reading comprehension, and reading comprehension was related to text reading fluency over and above word reading fluency and listening comprehension. Orthographic awareness was related to text reading fluency over and above other emergent literacy skills and word reading fluency. Vocabulary and grammatical knowledge were independently related to text reading fluency and reading comprehension whereas theory of mind was related to reading comprehension, but not text reading fluency. These results reveal developmental nature of relations and mechanism of text reading fluency in reading development.",""
"From Individual Word Recognition to Word List and Text Reading Fluency","https://scispace.com/paper/from-individual-word-recognition-to-word-list-and-text-6vfbx3i767","2020","Journal Article","Journal of Educational Psychology","Angeliki Altani
Athanassios Protopapas
Katerina Katopodi
George K. Georgiou","10.1037/EDU0000359","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses grade‑level reading data to show a gradual shift from isolated word speed to fluency, hinting at a sudden‑like transition around Grade 3, but lacks trial‑by‑trial insight measures and cross‑domain comparisons.","This study aimed to examine (a) the developing interrelations between the efficiency of reading individually presented words (i.e., isolated word recognition speed) and the efficiency of reading multiword sequences (i.e., word list and text reading fluency); (b) whether serial digit naming, indexing the ability to process multi-item sequences, accounts for variance in word list and text reading fluency beyond isolated word recognition speed; and (c) if these patterns of relations/effects differ between two alphabetic languages varying in orthographic consistency (English and Greek). In total, 710 Greek- and English-speaking children from Grades 1, 3, and 5 completed a serial digit naming task and a set of reading tasks, including unconnected words presented individually, unconnected words presented in lists, and sentences forming a meaningful passage. Our results showed that the relation between isolated word recognition speed and both word list and text reading fluency gradually decreased across grades, irrespective of contextual processing requirements. Moreover, serial digit naming uniquely predicted both word-list and text reading fluency in Grades 3 and 5, beyond isolated word recognition speed. The same pattern of results was observed across languages. These findings challenge the notion that individual word recognition and reading fluency differ only in text-level processing requirements. Instead, an additional component of processing multi-item sequences appears to emerge by Grade 3, after a basic level of both accuracy and speed in word recognition has been achieved, offering a potential mechanism underlying the transition from dealing with words one at a time to efficient processing of word sequences. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",""
"Social learning and innovation are positively correlated in pigeons ( Columba livia )","https://scispace.com/paper/social-learning-and-innovation-are-positively-correlated-in-1plz1tlo65","2007","Journal Article","Animal Cognition","Julie Bouchard
William R. Goodyer
Louis Lefebvre","10.1007/S10071-006-0064-1","https://scispace.com/pdf/social-learning-and-innovation-are-positively-correlated-in-1plz1tlo65.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Correlates pigeon innovation with social learning using latency measures; lacks sudden insight jumps, rat cognition, reading, math, neural data, or formal modeling.","When animals show both frequent innovation and fast social learning, new behaviours can spread more rapidly through populations and potentially increase rates of natural selection and speciation, as proposed by A.C. Wilson in his behavioural drive hypothesis. Comparative work on primates suggests that more innovative species also show more social learning. In this study, we look at intra-specific variation in innovation and social learning in captive wild-caught pigeons. Performances on an innovative problem-solving task and a social learning task are positively correlated in 42 individuals. The correlation remains significant when the effects of neophobia on the two abilities are removed. Neither sex nor dominance rank are associated with performance on the two tasks. Free-flying flocks of urban pigeons are able to solve the innovative food-finding problem used on captive birds, demonstrating it is within the range of their natural capacities. Taken together with the comparative literature, the positive correlation between innovation and social learning suggests that the two abilities are not traded-off.",""
"Individual differences in mental imagery modulate effective connectivity of scene-selective regions during resting state","https://scispace.com/paper/individual-differences-in-mental-imagery-modulate-effective-2g05j7ry","2022","Journal Article","Brain Structure & Function","Maria Giulia Tullo","10.1007/s00429-022-02475-0","https://link.springer.com/content/pdf/10.1007/s00429-022-02475-0.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on resting‑state fMRI effective connectivity of scene‑selective regions and mental imagery ability; does not address sudden performance jumps, animal insight tasks, reading, math, or cross‑domain learning trajectories.","Successful navigation relies on the ability to identify, perceive, and correctly process the spatial structure of a scene. It is well known that visual mental imagery plays a crucial role in navigation. Indeed, cortical regions encoding navigationally relevant information are also active during mental imagery of navigational scenes. However, it remains unknown whether their intrinsic activity and connectivity reflect the individuals' ability to imagine a scene. Here, we primarily investigated the intrinsic causal interactions among scene-selective brain regions such as Parahipoccampal Place Area (PPA), Retrosplenial Complex, and Occipital Place Area (OPA) using Dynamic Causal Modelling for resting-state functional magnetic resonance data. Second, we tested whether resting-state effective connectivity parameters among scene-selective regions could reflect individual differences in mental imagery in our sample, as assessed by the self-reported Vividness of Visual Imagery Questionnaire. We found an inhibitory influence of occipito-medial on temporal regions, and an excitatory influence of more anterior on more medial and posterior brain regions. Moreover, we found that a key role in imagery is played by the connection strength from OPA to PPA, especially in the left hemisphere, since the influence of the signal between these scene-selective regions positively correlated with good mental imagery ability. Our investigation contributes to the understanding of the complexity of the causal interaction among brain regions involved in navigation and provides new insight in understanding how an essential ability, such as mental imagery, can be explained by the intrinsic fluctuation of brain signal. ",""
"Outcomes of Exposure Based Treatment for Hoarding Disorder","https://scispace.com/paper/outcomes-of-exposure-based-treatment-for-hoarding-disorder-20ns7bdvcs","2024","Journal Article","American Journal of Geriatric Psychiatry","Jessica Zakrzewski
Mary Dozier
Tina Mayes
Elizabeth W. Twamley
Catherine Ayers","10.1016/j.jagp.2024.01.132","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The study focuses on exposure‑based treatment for hoarding disorder in older veterans, measuring symptom reduction and executive function, with no relation to latent learning, insight, reading fluency, mathematical aha moments, or the specified trial‑by‑trial analyses.","<h3>Introduction</h3> Hoarding Disorder (HD) is one of the most common and impairing neuropsychiatric conditions in late life. Individuals with HD, especially those at older ages, often have executive functioning deficits. Cognitive Rehabilitation and Exposure/Sorting Therapy (CREST) for HD is effective in reducing HD symptoms and improving executive functioning (cognitive flexibility and inhibition) when compared with case management. In the current trial, we compared CREST to a robust control condition, exposure therapy (ET), to determine if CREST provides additional benefit to HD symptom reduction and neuropsychological functioning over ET in a group of treatment-seeking Veterans with HD. <h3>Methods</h3> 115 Veterans who met clinical criteria for HD were randomized to receive 26 once weekly, 1 hour manualized individual sessions of either CREST (n=59) or ET (n=56). CREST included 7 sessions targeting prospective memory, prioritizing, problem solving, planning, and cognitive flexibility, followed by 19 sessions of exposure therapy. ET included the same manualized exposure therapy for 26 sessions. Participants completed assessments at baseline, week 7 of treatment, post-treatment, 3 month follow-up, and 6 month follow-up. Outcome measures included self-report hoarding symptom ratings (Saving Inventory-Revised, SI-R), self-report of overall levels of functioning, and neuropsychological tests focused on executive functioning (D-KEFS Color Word, Trails, Tower, Design Fluency, Verbal Fluency; Wisconsin Card Sorting Test). Multi-level modeling was used to examine treatment-related change at post-treatment and follow-up timepoints. <h3>Results</h3> Participants were mostly male (62%), White/Non-Hispanic (63%), and on average were 62 years old with 16 years of education. At baseline, mean HD symptoms were above clinical cut-offs for HD (mean SIR=57.7); 72% met criteria for comorbid major depression and 33% for post-traumatic stress disorder. 60% of the sample demonstrated at least mild impairments on at least one neuropsychological task, with impairments on Verbal Fluency category switching and Color Word inhibition/switching being the most common. Participants in both groups average of 47% improvement at baseline (ΔSI-R=24.4±17) and groups did not differ in improvement of HD symptoms. CREST group self-reported greater improvements in functioning at post-treatment (b=1.32, p=0.021). Neuropsychological test scores tended to improve over time in both groups (global deficit score across tasks b=1.1, p=0.007; D-KEFS Design Fluency b=1.3, p<0.001; D-KEFS Tower b=0.3, p=0.002; Wisconsin Card Sorting Test b=1.1, p=0.007). CREST demonstrated greater improvement in D-KEFS Color Word Inhibition/Switching at post-treatment (b=0.803, p=0.036) and the visual scanning condition of D-KEFS Trails (b =0.5, p=0.011) at follow-up. <h3>Conclusions</h3> Exposure based treatment is highly effective for HD. Both CREST and ET groups demonstrated significant reductions in HD symptoms as well as improvements on several measures of executive functioning. CREST participants demonstrated an additional improvements in self-reported functioning, visual based inhibition/switching and visual scanning, a key visual attention and processing speed function. ",""
"Acute Exercise and Creativity: Embodied Cognition Approaches","https://scispace.com/paper/acute-exercise-and-creativity-embodied-cognition-approaches-407pfm7nlx","2019","","","Emily M. Frith","","https://scispace.com/pdf/acute-exercise-and-creativity-embodied-cognition-approaches-407pfm7nlx.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses acute exercise to test insight performance across verbal, mathematical, and spatial tasks, but lacks trial‑by‑trial abrupt learning curves, animal models, or neural data; only loosely touches mathematical insight.","..................................................................................................................................ii DEDICATION........................................................................................................................iii LIST OF ABBREVIATIONS AND SYMBOLS...........................................................................iv ACKNOWLEDGMENTS...............................................................................................................v LIST OF TABLES.......................................................................................................................viii LIST OF FIGURES........................................................................................................................ix CHAPTER I: TOWARDS A BOXED PANOPLY MODEL OF CREATIVE COGNITION: PLAUSIBLE MECHANISMS AND FUTURE RESEARCH IDEAS...........................................1 CHAPTER II: SYSTEMATIC REVIEW OF THE PROPOSED ASSOCIATIONS BETWEEN PHYSICAL EXERCISE AND CREATIVE THINKING.............................................................42 CHAPTER III: THE KINESTHETICS OF CREATIVITY: POTENTIAL PATHWAYS INFLUENCED BY EXERCISE....................................................................................................68 CHAPTER IV: A REVIEW OF EXPERIMENTAL RESEARCH ON EMBODIED CREATIVITY: REVISITING THE MIND-BODY CONNECTION...........................................95 CHAPTER V: EXPERIMENTAL STUDIES............................................................................134 I. EXPERIMENT V.I: EXPERIMENTAL EFFECTS OF ACUTE EXERCISE AND MUSIC LISTENING ON COGNITIVE CREATIVITY............................................................................................................134 II. EXPERIMENT V.II: IS ENGAGEMENT IN PHYSICAL ACTIVITY AND CREATIVE ACTIVITY MUTUALLY EXCLUSIVE? AN EVALUATION OF",""
"The Effects of Shaping and Instruction-based Procedures on Behavioral Variability during Acquisition and Extinction","https://scispace.com/paper/the-effects-of-shaping-and-instruction-based-procedures-on-44qe7bz1pq","1999","Dissertation","","Donald McCary","","https://scispace.com/pdf/the-effects-of-shaping-and-instruction-based-procedures-on-44qe7bz1pq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses pigeon box‑pushing extinction paradigm similar to Epstein, linking to resurgence; mentions rats but without latent‑map analysis. No reading, math, neural data, modeling, or fine‑grained trial‑by‑trial curves.","This study examined effects of two response acquisition procedures on topography of responding using the revealed operant technique and compared results to previous experiments on this topic. Subjects emitted 100 repetitions each of 4 response patterns on a continuous schedule of reinforcement. A 30-min extinction condition followed acquisition. One group of subjects learned the first response through a series of shaping steps designed to reduce acquisition variability. Another group of subjects was instructed in the correct response topography and was told there was no penalty for attempting other sequences. The first group of subjects produced high variability during extinction despite reduced variability in acquisition. The second group of subjects responded with moderate to high variability during extinction and little variability during acquisition. Most extinction responses for the first group were variations of the last pattern reinforced. Most extinction responses for the second group were repetitions of the last pattern reinforced.",""
"On the Similarities of Embeddings in Contrastive Learning","https://scispace.com/paper/http://arxiv.org/abs/2506.09781v2","2025","Preprint","","Chungpa Lee
Sehee Lim
Kibok Lee
Jy-yong Sohn","","https://arxiv.org/pdf/2506.09781v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on contrastive learning embeddings, cosine similarity, and batch effects, without any animal, human learning, insight, or trial‑by‑trial performance analyses.","Contrastive learning operates on a simple yet effective principle: Embeddings of positive pairs are pulled together, while those of negative pairs are pushed apart. In this paper, we propose a unified framework for understanding contrastive learning through the lens of cosine similarity, and present two key theoretical insights derived from this framework. First, in full-batch settings, we show that perfect alignment of positive pairs is unattainable when negative-pair similarities fall below a threshold, and this misalignment can be mitigated by incorporating within-view negative pairs into the objective. Second, in mini-batch settings, smaller batch sizes induce stronger separation among negative pairs in the embedding space, i.e., higher variance in their similarities, which in turn degrades the quality of learned representations compared to full-batch settings. To address this, we propose an auxiliary loss that reduces the variance of negative-pair similarities in mini-batch settings. Empirical results show that incorporating the proposed loss improves performance in small-batch settings.",""
"Habit formation and higher mental processes in animals.","https://scispace.com/paper/habit-formation-and-higher-mental-processes-in-animals-54ezzvgyjx","1927","Journal Article","Psychological Bulletin","Edward Chace Tolman","10.1037/H0070440","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Tolman's maze experiments to discuss latent learning and cognitive maps in rats, but lacks trial‑by‑trial error curves, insight paradigms, or cross‑domain quantitative analyses.","",""
